Path,CompositeName,Label,Image Name,Source
data\dataSources\fer2013\happy\Training_18250402.jpg,Training_18250402_happy_FER2013,happy,Training_18250402.jpg,FER2013
data\dataSources\fer2013\happy\Training_64412596.jpg,Training_64412596_happy_FER2013,happy,Training_64412596.jpg,FER2013
data\dataSources\fer2013\happy\Training_87450286.jpg,Training_87450286_happy_FER2013,happy,Training_87450286.jpg,FER2013
data\dataSources\fer2013\happy\Training_60182561.jpg,Training_60182561_happy_FER2013,happy,Training_60182561.jpg,FER2013
data\dataSources\fer2013\happy\Training_39943957.jpg,Training_39943957_happy_FER2013,happy,Training_39943957.jpg,FER2013
data\dataSources\fer2013\happy\Training_62231267.jpg,Training_62231267_happy_FER2013,happy,Training_62231267.jpg,FER2013
data\dataSources\fer2013\happy\Training_62329563.jpg,Training_62329563_happy_FER2013,happy,Training_62329563.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_81247485.jpg,PrivateTest_81247485_happy_FER2013,happy,PrivateTest_81247485.jpg,FER2013
data\dataSources\fer2013\happy\Training_21743231.jpg,Training_21743231_happy_FER2013,happy,Training_21743231.jpg,FER2013
data\dataSources\fer2013\happy\Training_22660362.jpg,Training_22660362_happy_FER2013,happy,Training_22660362.jpg,FER2013
data\dataSources\fer2013\happy\Training_81252815.jpg,Training_81252815_happy_FER2013,happy,Training_81252815.jpg,FER2013
data\dataSources\fer2013\happy\Training_67781851.jpg,Training_67781851_happy_FER2013,happy,Training_67781851.jpg,FER2013
data\dataSources\fer2013\happy\Training_34343195.jpg,Training_34343195_happy_FER2013,happy,Training_34343195.jpg,FER2013
data\dataSources\fer2013\happy\Training_71506875.jpg,Training_71506875_happy_FER2013,happy,Training_71506875.jpg,FER2013
data\dataSources\fer2013\happy\Training_54734403.jpg,Training_54734403_happy_FER2013,happy,Training_54734403.jpg,FER2013
data\dataSources\fer2013\happy\Training_27798637.jpg,Training_27798637_happy_FER2013,happy,Training_27798637.jpg,FER2013
data\dataSources\fer2013\happy\Training_18957136.jpg,Training_18957136_happy_FER2013,happy,Training_18957136.jpg,FER2013
data\dataSources\fer2013\happy\Training_49711278.jpg,Training_49711278_happy_FER2013,happy,Training_49711278.jpg,FER2013
data\dataSources\fer2013\happy\Training_57884753.jpg,Training_57884753_happy_FER2013,happy,Training_57884753.jpg,FER2013
data\dataSources\fer2013\happy\Training_2293129.jpg,Training_2293129_happy_FER2013,happy,Training_2293129.jpg,FER2013
data\dataSources\fer2013\happy\Training_53967655.jpg,Training_53967655_happy_FER2013,happy,Training_53967655.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_32973527.jpg,PrivateTest_32973527_happy_FER2013,happy,PrivateTest_32973527.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_88760955.jpg,PrivateTest_88760955_happy_FER2013,happy,PrivateTest_88760955.jpg,FER2013
data\dataSources\fer2013\happy\Training_36279535.jpg,Training_36279535_happy_FER2013,happy,Training_36279535.jpg,FER2013
data\dataSources\fer2013\happy\Training_196501.jpg,Training_196501_happy_FER2013,happy,Training_196501.jpg,FER2013
data\dataSources\fer2013\happy\Training_81055179.jpg,Training_81055179_happy_FER2013,happy,Training_81055179.jpg,FER2013
data\dataSources\fer2013\happy\Training_87036309.jpg,Training_87036309_happy_FER2013,happy,Training_87036309.jpg,FER2013
data\dataSources\fer2013\happy\Training_21792895.jpg,Training_21792895_happy_FER2013,happy,Training_21792895.jpg,FER2013
data\dataSources\fer2013\happy\Training_69435045.jpg,Training_69435045_happy_FER2013,happy,Training_69435045.jpg,FER2013
data\dataSources\fer2013\happy\Training_69994910.jpg,Training_69994910_happy_FER2013,happy,Training_69994910.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_29389785.jpg,PrivateTest_29389785_happy_FER2013,happy,PrivateTest_29389785.jpg,FER2013
data\dataSources\fer2013\happy\Training_48099931.jpg,Training_48099931_happy_FER2013,happy,Training_48099931.jpg,FER2013
data\dataSources\fer2013\happy\Training_83094626.jpg,Training_83094626_happy_FER2013,happy,Training_83094626.jpg,FER2013
data\dataSources\fer2013\happy\Training_36688461.jpg,Training_36688461_happy_FER2013,happy,Training_36688461.jpg,FER2013
data\dataSources\fer2013\happy\Training_5632376.jpg,Training_5632376_happy_FER2013,happy,Training_5632376.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_39858083.jpg,PrivateTest_39858083_happy_FER2013,happy,PrivateTest_39858083.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_59100137.jpg,PublicTest_59100137_happy_FER2013,happy,PublicTest_59100137.jpg,FER2013
data\dataSources\fer2013\happy\Training_64212299.jpg,Training_64212299_happy_FER2013,happy,Training_64212299.jpg,FER2013
data\dataSources\fer2013\happy\Training_83987568.jpg,Training_83987568_happy_FER2013,happy,Training_83987568.jpg,FER2013
data\dataSources\fer2013\happy\Training_2429948.jpg,Training_2429948_happy_FER2013,happy,Training_2429948.jpg,FER2013
data\dataSources\fer2013\happy\Training_15209179.jpg,Training_15209179_happy_FER2013,happy,Training_15209179.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_70553471.jpg,PrivateTest_70553471_happy_FER2013,happy,PrivateTest_70553471.jpg,FER2013
data\dataSources\fer2013\happy\Training_93707494.jpg,Training_93707494_happy_FER2013,happy,Training_93707494.jpg,FER2013
data\dataSources\fer2013\happy\Training_63388208.jpg,Training_63388208_happy_FER2013,happy,Training_63388208.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_80479348.jpg,PrivateTest_80479348_happy_FER2013,happy,PrivateTest_80479348.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_96527788.jpg,PublicTest_96527788_happy_FER2013,happy,PublicTest_96527788.jpg,FER2013
data\dataSources\fer2013\happy\Training_22960370.jpg,Training_22960370_happy_FER2013,happy,Training_22960370.jpg,FER2013
data\dataSources\fer2013\happy\Training_79070799.jpg,Training_79070799_happy_FER2013,happy,Training_79070799.jpg,FER2013
data\dataSources\fer2013\happy\Training_83811758.jpg,Training_83811758_happy_FER2013,happy,Training_83811758.jpg,FER2013
data\dataSources\fer2013\happy\Training_55239625.jpg,Training_55239625_happy_FER2013,happy,Training_55239625.jpg,FER2013
data\dataSources\fer2013\happy\Training_75584576.jpg,Training_75584576_happy_FER2013,happy,Training_75584576.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_42921109.jpg,PrivateTest_42921109_happy_FER2013,happy,PrivateTest_42921109.jpg,FER2013
data\dataSources\fer2013\happy\Training_20064570.jpg,Training_20064570_happy_FER2013,happy,Training_20064570.jpg,FER2013
data\dataSources\fer2013\happy\Training_21857170.jpg,Training_21857170_happy_FER2013,happy,Training_21857170.jpg,FER2013
data\dataSources\fer2013\happy\Training_12944800.jpg,Training_12944800_happy_FER2013,happy,Training_12944800.jpg,FER2013
data\dataSources\fer2013\happy\Training_68417655.jpg,Training_68417655_happy_FER2013,happy,Training_68417655.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_9795756.jpg,PublicTest_9795756_happy_FER2013,happy,PublicTest_9795756.jpg,FER2013
data\dataSources\fer2013\happy\Training_11546384.jpg,Training_11546384_happy_FER2013,happy,Training_11546384.jpg,FER2013
data\dataSources\fer2013\happy\Training_56173551.jpg,Training_56173551_happy_FER2013,happy,Training_56173551.jpg,FER2013
data\dataSources\fer2013\happy\Training_78206556.jpg,Training_78206556_happy_FER2013,happy,Training_78206556.jpg,FER2013
data\dataSources\fer2013\happy\Training_69710806.jpg,Training_69710806_happy_FER2013,happy,Training_69710806.jpg,FER2013
data\dataSources\fer2013\happy\Training_73150492.jpg,Training_73150492_happy_FER2013,happy,Training_73150492.jpg,FER2013
data\dataSources\fer2013\happy\Training_88596645.jpg,Training_88596645_happy_FER2013,happy,Training_88596645.jpg,FER2013
data\dataSources\fer2013\happy\Training_97710835.jpg,Training_97710835_happy_FER2013,happy,Training_97710835.jpg,FER2013
data\dataSources\fer2013\happy\Training_12564330.jpg,Training_12564330_happy_FER2013,happy,Training_12564330.jpg,FER2013
data\dataSources\fer2013\happy\Training_19487387.jpg,Training_19487387_happy_FER2013,happy,Training_19487387.jpg,FER2013
data\dataSources\fer2013\happy\Training_67819810.jpg,Training_67819810_happy_FER2013,happy,Training_67819810.jpg,FER2013
data\dataSources\fer2013\happy\Training_51411401.jpg,Training_51411401_happy_FER2013,happy,Training_51411401.jpg,FER2013
data\dataSources\fer2013\happy\Training_1227261.jpg,Training_1227261_happy_FER2013,happy,Training_1227261.jpg,FER2013
data\dataSources\fer2013\happy\Training_88319382.jpg,Training_88319382_happy_FER2013,happy,Training_88319382.jpg,FER2013
data\dataSources\fer2013\happy\Training_32693367.jpg,Training_32693367_happy_FER2013,happy,Training_32693367.jpg,FER2013
data\dataSources\fer2013\happy\Training_34183408.jpg,Training_34183408_happy_FER2013,happy,Training_34183408.jpg,FER2013
data\dataSources\fer2013\happy\Training_32203996.jpg,Training_32203996_happy_FER2013,happy,Training_32203996.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_78066989.jpg,PrivateTest_78066989_happy_FER2013,happy,PrivateTest_78066989.jpg,FER2013
data\dataSources\fer2013\happy\Training_60732707.jpg,Training_60732707_happy_FER2013,happy,Training_60732707.jpg,FER2013
data\dataSources\fer2013\happy\Training_19648015.jpg,Training_19648015_happy_FER2013,happy,Training_19648015.jpg,FER2013
data\dataSources\fer2013\angry\Training_50326904.jpg,Training_50326904_angry_FER2013,angry,Training_50326904.jpg,FER2013
data\dataSources\fer2013\angry\Training_24372639.jpg,Training_24372639_angry_FER2013,angry,Training_24372639.jpg,FER2013
data\dataSources\fer2013\angry\Training_90610607.jpg,Training_90610607_angry_FER2013,angry,Training_90610607.jpg,FER2013
data\dataSources\fer2013\angry\Training_53006060.jpg,Training_53006060_angry_FER2013,angry,Training_53006060.jpg,FER2013
data\dataSources\fer2013\angry\Training_57904554.jpg,Training_57904554_angry_FER2013,angry,Training_57904554.jpg,FER2013
data\dataSources\fer2013\angry\Training_7206687.jpg,Training_7206687_angry_FER2013,angry,Training_7206687.jpg,FER2013
data\dataSources\fer2013\angry\Training_85625344.jpg,Training_85625344_angry_FER2013,angry,Training_85625344.jpg,FER2013
data\dataSources\fer2013\angry\Training_8913468.jpg,Training_8913468_angry_FER2013,angry,Training_8913468.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_23991674.jpg,PublicTest_23991674_angry_FER2013,angry,PublicTest_23991674.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_16770619.jpg,PublicTest_16770619_angry_FER2013,angry,PublicTest_16770619.jpg,FER2013
data\dataSources\fer2013\angry\Training_71414588.jpg,Training_71414588_angry_FER2013,angry,Training_71414588.jpg,FER2013
data\dataSources\fer2013\angry\Training_32056400.jpg,Training_32056400_angry_FER2013,angry,Training_32056400.jpg,FER2013
data\dataSources\fer2013\angry\Training_71560670.jpg,Training_71560670_angry_FER2013,angry,Training_71560670.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_47434180.jpg,PublicTest_47434180_angry_FER2013,angry,PublicTest_47434180.jpg,FER2013
data\dataSources\fer2013\angry\Training_44208877.jpg,Training_44208877_angry_FER2013,angry,Training_44208877.jpg,FER2013
data\dataSources\fer2013\angry\Training_13043913.jpg,Training_13043913_angry_FER2013,angry,Training_13043913.jpg,FER2013
data\dataSources\fer2013\angry\Training_5589531.jpg,Training_5589531_angry_FER2013,angry,Training_5589531.jpg,FER2013
data\dataSources\fer2013\angry\Training_17428065.jpg,Training_17428065_angry_FER2013,angry,Training_17428065.jpg,FER2013
data\dataSources\fer2013\angry\Training_87798227.jpg,Training_87798227_angry_FER2013,angry,Training_87798227.jpg,FER2013
data\dataSources\fer2013\angry\Training_20822105.jpg,Training_20822105_angry_FER2013,angry,Training_20822105.jpg,FER2013
data\dataSources\fer2013\angry\PrivateTest_51662301.jpg,PrivateTest_51662301_angry_FER2013,angry,PrivateTest_51662301.jpg,FER2013
data\dataSources\fer2013\angry\Training_13040296.jpg,Training_13040296_angry_FER2013,angry,Training_13040296.jpg,FER2013
data\dataSources\fer2013\angry\Training_10608067.jpg,Training_10608067_angry_FER2013,angry,Training_10608067.jpg,FER2013
data\dataSources\fer2013\angry\Training_68880898.jpg,Training_68880898_angry_FER2013,angry,Training_68880898.jpg,FER2013
data\dataSources\fer2013\angry\Training_97799153.jpg,Training_97799153_angry_FER2013,angry,Training_97799153.jpg,FER2013
data\dataSources\fer2013\angry\Training_51338649.jpg,Training_51338649_angry_FER2013,angry,Training_51338649.jpg,FER2013
data\dataSources\fer2013\angry\Training_84105513.jpg,Training_84105513_angry_FER2013,angry,Training_84105513.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_96104154.jpg,PublicTest_96104154_angry_FER2013,angry,PublicTest_96104154.jpg,FER2013
data\dataSources\fer2013\angry\Training_13677471.jpg,Training_13677471_angry_FER2013,angry,Training_13677471.jpg,FER2013
data\dataSources\fer2013\angry\Training_13742442.jpg,Training_13742442_angry_FER2013,angry,Training_13742442.jpg,FER2013
data\dataSources\fer2013\angry\Training_36495674.jpg,Training_36495674_angry_FER2013,angry,Training_36495674.jpg,FER2013
data\dataSources\fer2013\angry\Training_90294393.jpg,Training_90294393_angry_FER2013,angry,Training_90294393.jpg,FER2013
data\dataSources\fer2013\angry\Training_66238780.jpg,Training_66238780_angry_FER2013,angry,Training_66238780.jpg,FER2013
data\dataSources\fer2013\angry\Training_33154045.jpg,Training_33154045_angry_FER2013,angry,Training_33154045.jpg,FER2013
data\dataSources\fer2013\angry\Training_19874064.jpg,Training_19874064_angry_FER2013,angry,Training_19874064.jpg,FER2013
data\dataSources\fer2013\angry\Training_94975276.jpg,Training_94975276_angry_FER2013,angry,Training_94975276.jpg,FER2013
data\dataSources\fer2013\angry\Training_17450738.jpg,Training_17450738_angry_FER2013,angry,Training_17450738.jpg,FER2013
data\dataSources\fer2013\angry\Training_76023642.jpg,Training_76023642_angry_FER2013,angry,Training_76023642.jpg,FER2013
data\dataSources\fer2013\angry\Training_56536451.jpg,Training_56536451_angry_FER2013,angry,Training_56536451.jpg,FER2013
data\dataSources\fer2013\angry\Training_37281489.jpg,Training_37281489_angry_FER2013,angry,Training_37281489.jpg,FER2013
data\dataSources\fer2013\angry\Training_4576627.jpg,Training_4576627_angry_FER2013,angry,Training_4576627.jpg,FER2013
data\dataSources\fer2013\angry\Training_97821212.jpg,Training_97821212_angry_FER2013,angry,Training_97821212.jpg,FER2013
data\dataSources\fer2013\angry\Training_70272883.jpg,Training_70272883_angry_FER2013,angry,Training_70272883.jpg,FER2013
data\dataSources\fer2013\angry\Training_80830471.jpg,Training_80830471_angry_FER2013,angry,Training_80830471.jpg,FER2013
data\dataSources\fer2013\angry\Training_89154121.jpg,Training_89154121_angry_FER2013,angry,Training_89154121.jpg,FER2013
data\dataSources\fer2013\angry\Training_54578574.jpg,Training_54578574_angry_FER2013,angry,Training_54578574.jpg,FER2013
data\dataSources\fer2013\angry\Training_3514915.jpg,Training_3514915_angry_FER2013,angry,Training_3514915.jpg,FER2013
data\dataSources\fer2013\angry\Training_983506.jpg,Training_983506_angry_FER2013,angry,Training_983506.jpg,FER2013
data\dataSources\fer2013\angry\Training_76929600.jpg,Training_76929600_angry_FER2013,angry,Training_76929600.jpg,FER2013
data\dataSources\fer2013\angry\Training_94465060.jpg,Training_94465060_angry_FER2013,angry,Training_94465060.jpg,FER2013
data\dataSources\fer2013\angry\Training_40219937.jpg,Training_40219937_angry_FER2013,angry,Training_40219937.jpg,FER2013
data\dataSources\fer2013\angry\Training_14754797.jpg,Training_14754797_angry_FER2013,angry,Training_14754797.jpg,FER2013
data\dataSources\fer2013\angry\Training_76136443.jpg,Training_76136443_angry_FER2013,angry,Training_76136443.jpg,FER2013
data\dataSources\fer2013\angry\Training_31704608.jpg,Training_31704608_angry_FER2013,angry,Training_31704608.jpg,FER2013
data\dataSources\fer2013\angry\Training_39779201.jpg,Training_39779201_angry_FER2013,angry,Training_39779201.jpg,FER2013
data\dataSources\fer2013\angry\Training_84116596.jpg,Training_84116596_angry_FER2013,angry,Training_84116596.jpg,FER2013
data\dataSources\fer2013\angry\Training_52746871.jpg,Training_52746871_angry_FER2013,angry,Training_52746871.jpg,FER2013
data\dataSources\fer2013\angry\Training_42062746.jpg,Training_42062746_angry_FER2013,angry,Training_42062746.jpg,FER2013
data\dataSources\fer2013\angry\Training_38743612.jpg,Training_38743612_angry_FER2013,angry,Training_38743612.jpg,FER2013
data\dataSources\fer2013\angry\Training_11350676.jpg,Training_11350676_angry_FER2013,angry,Training_11350676.jpg,FER2013
data\dataSources\fer2013\angry\Training_41571062.jpg,Training_41571062_angry_FER2013,angry,Training_41571062.jpg,FER2013
data\dataSources\fer2013\angry\Training_10120469.jpg,Training_10120469_angry_FER2013,angry,Training_10120469.jpg,FER2013
data\dataSources\fer2013\angry\PrivateTest_12008383.jpg,PrivateTest_12008383_angry_FER2013,angry,PrivateTest_12008383.jpg,FER2013
data\dataSources\fer2013\angry\Training_22833016.jpg,Training_22833016_angry_FER2013,angry,Training_22833016.jpg,FER2013
data\dataSources\fer2013\angry\Training_52823874.jpg,Training_52823874_angry_FER2013,angry,Training_52823874.jpg,FER2013
data\dataSources\fer2013\angry\Training_39537307.jpg,Training_39537307_angry_FER2013,angry,Training_39537307.jpg,FER2013
data\dataSources\fer2013\angry\Training_95667267.jpg,Training_95667267_angry_FER2013,angry,Training_95667267.jpg,FER2013
data\dataSources\fer2013\angry\Training_35517501.jpg,Training_35517501_angry_FER2013,angry,Training_35517501.jpg,FER2013
data\dataSources\fer2013\angry\Training_70299484.jpg,Training_70299484_angry_FER2013,angry,Training_70299484.jpg,FER2013
data\dataSources\fer2013\angry\Training_63144268.jpg,Training_63144268_angry_FER2013,angry,Training_63144268.jpg,FER2013
data\dataSources\fer2013\angry\Training_41981213.jpg,Training_41981213_angry_FER2013,angry,Training_41981213.jpg,FER2013
data\dataSources\fer2013\angry\PrivateTest_36922838.jpg,PrivateTest_36922838_angry_FER2013,angry,PrivateTest_36922838.jpg,FER2013
data\dataSources\fer2013\angry\Training_43313545.jpg,Training_43313545_angry_FER2013,angry,Training_43313545.jpg,FER2013
data\dataSources\fer2013\angry\Training_24567425.jpg,Training_24567425_angry_FER2013,angry,Training_24567425.jpg,FER2013
data\dataSources\fer2013\angry\Training_3309884.jpg,Training_3309884_angry_FER2013,angry,Training_3309884.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_16131911.jpg,PublicTest_16131911_angry_FER2013,angry,PublicTest_16131911.jpg,FER2013
data\dataSources\fer2013\angry\Training_67604214.jpg,Training_67604214_angry_FER2013,angry,Training_67604214.jpg,FER2013
data\dataSources\fer2013\angry\Training_89746366.jpg,Training_89746366_angry_FER2013,angry,Training_89746366.jpg,FER2013
data\dataSources\fer2013\angry\Training_42055867.jpg,Training_42055867_angry_FER2013,angry,Training_42055867.jpg,FER2013
data\dataSources\fer2013\angry\Training_91237367.jpg,Training_91237367_angry_FER2013,angry,Training_91237367.jpg,FER2013
data\dataSources\fer2013\angry\Training_50920333.jpg,Training_50920333_angry_FER2013,angry,Training_50920333.jpg,FER2013
data\dataSources\fer2013\angry\Training_17664633.jpg,Training_17664633_angry_FER2013,angry,Training_17664633.jpg,FER2013
data\dataSources\fer2013\angry\Training_16084063.jpg,Training_16084063_angry_FER2013,angry,Training_16084063.jpg,FER2013
data\dataSources\fer2013\angry\Training_95994635.jpg,Training_95994635_angry_FER2013,angry,Training_95994635.jpg,FER2013
data\dataSources\fer2013\angry\Training_81177327.jpg,Training_81177327_angry_FER2013,angry,Training_81177327.jpg,FER2013
data\dataSources\fer2013\angry\Training_62777198.jpg,Training_62777198_angry_FER2013,angry,Training_62777198.jpg,FER2013
data\dataSources\fer2013\angry\Training_62988914.jpg,Training_62988914_angry_FER2013,angry,Training_62988914.jpg,FER2013
data\dataSources\fer2013\angry\Training_50447722.jpg,Training_50447722_angry_FER2013,angry,Training_50447722.jpg,FER2013
data\dataSources\fer2013\angry\Training_72829395.jpg,Training_72829395_angry_FER2013,angry,Training_72829395.jpg,FER2013
data\dataSources\fer2013\angry\Training_65678870.jpg,Training_65678870_angry_FER2013,angry,Training_65678870.jpg,FER2013
data\dataSources\fer2013\angry\Training_78928591.jpg,Training_78928591_angry_FER2013,angry,Training_78928591.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_51044199.jpg,PublicTest_51044199_angry_FER2013,angry,PublicTest_51044199.jpg,FER2013
data\dataSources\fer2013\angry\Training_14226893.jpg,Training_14226893_angry_FER2013,angry,Training_14226893.jpg,FER2013
data\dataSources\fer2013\angry\Training_73148291.jpg,Training_73148291_angry_FER2013,angry,Training_73148291.jpg,FER2013
data\dataSources\fer2013\angry\Training_71327482.jpg,Training_71327482_angry_FER2013,angry,Training_71327482.jpg,FER2013
data\dataSources\fer2013\angry\Training_73033850.jpg,Training_73033850_angry_FER2013,angry,Training_73033850.jpg,FER2013
data\dataSources\fer2013\angry\Training_27045933.jpg,Training_27045933_angry_FER2013,angry,Training_27045933.jpg,FER2013
data\dataSources\fer2013\angry\Training_51885310.jpg,Training_51885310_angry_FER2013,angry,Training_51885310.jpg,FER2013
data\dataSources\fer2013\angry\Training_49676181.jpg,Training_49676181_angry_FER2013,angry,Training_49676181.jpg,FER2013
data\dataSources\fer2013\angry\Training_62670040.jpg,Training_62670040_angry_FER2013,angry,Training_62670040.jpg,FER2013
data\dataSources\fer2013\angry\Training_14641612.jpg,Training_14641612_angry_FER2013,angry,Training_14641612.jpg,FER2013
data\dataSources\fer2013\angry\Training_16594897.jpg,Training_16594897_angry_FER2013,angry,Training_16594897.jpg,FER2013
data\dataSources\fer2013\angry\PrivateTest_14769246.jpg,PrivateTest_14769246_angry_FER2013,angry,PrivateTest_14769246.jpg,FER2013
data\dataSources\fer2013\angry\Training_53024841.jpg,Training_53024841_angry_FER2013,angry,Training_53024841.jpg,FER2013
data\dataSources\fer2013\angry\Training_42008480.jpg,Training_42008480_angry_FER2013,angry,Training_42008480.jpg,FER2013
data\dataSources\fer2013\angry\Training_64169442.jpg,Training_64169442_angry_FER2013,angry,Training_64169442.jpg,FER2013
data\dataSources\fer2013\angry\Training_41716463.jpg,Training_41716463_angry_FER2013,angry,Training_41716463.jpg,FER2013
data\dataSources\fer2013\angry\Training_25706466.jpg,Training_25706466_angry_FER2013,angry,Training_25706466.jpg,FER2013
data\dataSources\fer2013\angry\Training_63260845.jpg,Training_63260845_angry_FER2013,angry,Training_63260845.jpg,FER2013
data\dataSources\fer2013\angry\Training_9911436.jpg,Training_9911436_angry_FER2013,angry,Training_9911436.jpg,FER2013
data\dataSources\fer2013\angry\Training_3630497.jpg,Training_3630497_angry_FER2013,angry,Training_3630497.jpg,FER2013
data\dataSources\fer2013\angry\Training_70624216.jpg,Training_70624216_angry_FER2013,angry,Training_70624216.jpg,FER2013
data\dataSources\fer2013\angry\Training_33837916.jpg,Training_33837916_angry_FER2013,angry,Training_33837916.jpg,FER2013
data\dataSources\fer2013\angry\PrivateTest_65716682.jpg,PrivateTest_65716682_angry_FER2013,angry,PrivateTest_65716682.jpg,FER2013
data\dataSources\fer2013\angry\Training_97663706.jpg,Training_97663706_angry_FER2013,angry,Training_97663706.jpg,FER2013
data\dataSources\fer2013\angry\Training_44516923.jpg,Training_44516923_angry_FER2013,angry,Training_44516923.jpg,FER2013
data\dataSources\fer2013\angry\Training_73885415.jpg,Training_73885415_angry_FER2013,angry,Training_73885415.jpg,FER2013
data\dataSources\fer2013\angry\Training_76207451.jpg,Training_76207451_angry_FER2013,angry,Training_76207451.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_9211328.jpg,PublicTest_9211328_angry_FER2013,angry,PublicTest_9211328.jpg,FER2013
data\dataSources\fer2013\angry\Training_99046911.jpg,Training_99046911_angry_FER2013,angry,Training_99046911.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_52070065.jpg,PublicTest_52070065_angry_FER2013,angry,PublicTest_52070065.jpg,FER2013
data\dataSources\fer2013\angry\Training_36279917.jpg,Training_36279917_angry_FER2013,angry,Training_36279917.jpg,FER2013
data\dataSources\fer2013\angry\Training_99489833.jpg,Training_99489833_angry_FER2013,angry,Training_99489833.jpg,FER2013
data\dataSources\fer2013\angry\PrivateTest_6097367.jpg,PrivateTest_6097367_angry_FER2013,angry,PrivateTest_6097367.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_49352382.jpg,PublicTest_49352382_angry_FER2013,angry,PublicTest_49352382.jpg,FER2013
data\dataSources\fer2013\angry\Training_38853251.jpg,Training_38853251_angry_FER2013,angry,Training_38853251.jpg,FER2013
data\dataSources\fer2013\angry\Training_36682771.jpg,Training_36682771_angry_FER2013,angry,Training_36682771.jpg,FER2013
data\dataSources\fer2013\angry\Training_78071520.jpg,Training_78071520_angry_FER2013,angry,Training_78071520.jpg,FER2013
data\dataSources\fer2013\angry\Training_33310801.jpg,Training_33310801_angry_FER2013,angry,Training_33310801.jpg,FER2013
data\dataSources\fer2013\angry\Training_61652087.jpg,Training_61652087_angry_FER2013,angry,Training_61652087.jpg,FER2013
data\dataSources\fer2013\angry\Training_25510140.jpg,Training_25510140_angry_FER2013,angry,Training_25510140.jpg,FER2013
data\dataSources\fer2013\angry\Training_16622790.jpg,Training_16622790_angry_FER2013,angry,Training_16622790.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_98688227.jpg,PublicTest_98688227_angry_FER2013,angry,PublicTest_98688227.jpg,FER2013
data\dataSources\fer2013\angry\Training_61297207.jpg,Training_61297207_angry_FER2013,angry,Training_61297207.jpg,FER2013
data\dataSources\fer2013\angry\Training_4896466.jpg,Training_4896466_angry_FER2013,angry,Training_4896466.jpg,FER2013
data\dataSources\fer2013\angry\Training_93430422.jpg,Training_93430422_angry_FER2013,angry,Training_93430422.jpg,FER2013
data\dataSources\fer2013\angry\Training_91498767.jpg,Training_91498767_angry_FER2013,angry,Training_91498767.jpg,FER2013
data\dataSources\fer2013\angry\Training_23801875.jpg,Training_23801875_angry_FER2013,angry,Training_23801875.jpg,FER2013
data\dataSources\fer2013\angry\Training_26780207.jpg,Training_26780207_angry_FER2013,angry,Training_26780207.jpg,FER2013
data\dataSources\fer2013\angry\Training_95873270.jpg,Training_95873270_angry_FER2013,angry,Training_95873270.jpg,FER2013
data\dataSources\fer2013\angry\Training_3134863.jpg,Training_3134863_angry_FER2013,angry,Training_3134863.jpg,FER2013
data\dataSources\fer2013\angry\Training_19429243.jpg,Training_19429243_angry_FER2013,angry,Training_19429243.jpg,FER2013
data\dataSources\fer2013\angry\Training_23567201.jpg,Training_23567201_angry_FER2013,angry,Training_23567201.jpg,FER2013
data\dataSources\fer2013\angry\Training_96761334.jpg,Training_96761334_angry_FER2013,angry,Training_96761334.jpg,FER2013
data\dataSources\fer2013\angry\Training_28546478.jpg,Training_28546478_angry_FER2013,angry,Training_28546478.jpg,FER2013
data\dataSources\fer2013\angry\Training_76846700.jpg,Training_76846700_angry_FER2013,angry,Training_76846700.jpg,FER2013
data\dataSources\fer2013\angry\PublicTest_47804687.jpg,PublicTest_47804687_angry_FER2013,angry,PublicTest_47804687.jpg,FER2013
data\dataSources\fer2013\angry\Training_19760225.jpg,Training_19760225_angry_FER2013,angry,Training_19760225.jpg,FER2013
data\dataSources\fer2013\angry\Training_54586956.jpg,Training_54586956_angry_FER2013,angry,Training_54586956.jpg,FER2013
data\dataSources\fer2013\angry\Training_41614923.jpg,Training_41614923_angry_FER2013,angry,Training_41614923.jpg,FER2013
data\dataSources\fer2013\angry\Training_35543832.jpg,Training_35543832_angry_FER2013,angry,Training_35543832.jpg,FER2013
data\dataSources\fer2013\angry\Training_72476694.jpg,Training_72476694_angry_FER2013,angry,Training_72476694.jpg,FER2013
