Path,Label,Name
data\augmentation\con1_36_col1_1_sha1_29_bri0_52_flip0_no0_64_Training_90274698_jpg.jpg,happy,con1_36_col1_1_sha1_29_bri0_52_flip0_no0_64_Training_90274698_jpg.jpg
data\cleanedData\happy\Training_36016494.jpg,happy,Training_36016494.jpg
data\augmentation\bri0_9_rot-30_con0_81_col1_39_no1_49_sha0_87_flip0_Training_36016494_jpg.jpg,happy,bri0_9_rot-30_con0_81_col1_39_no1_49_sha0_87_flip0_Training_36016494_jpg.jpg
data\augmentation\no1_36_flip0_rot30_con0_58_col1_24_Training_36016494_jpg.jpg,happy,no1_36_flip0_rot30_con0_58_col1_24_Training_36016494_jpg.jpg
data\cleanedData\happy\Training_54049121.jpg,happy,Training_54049121.jpg
data\augmentation\bri1_41_no1_43_con0_62_col0_82_Training_54049121_jpg.jpg,happy,bri1_41_no1_43_con0_62_col0_82_Training_54049121_jpg.jpg
data\augmentation\rot11_Training_54049121_jpg.jpg,happy,rot11_Training_54049121_jpg.jpg
data\cleanedData\happy\PublicTest_49452096.jpg,happy,PublicTest_49452096.jpg
data\augmentation\con1_39_flip0_sha0_82_rot-30_PublicTest_49452096_jpg.jpg,happy,con1_39_flip0_sha0_82_rot-30_PublicTest_49452096_jpg.jpg
data\augmentation\no1_36_PublicTest_49452096_jpg.jpg,happy,no1_36_PublicTest_49452096_jpg.jpg
data\cleanedData\happy\Training_80931287.jpg,happy,Training_80931287.jpg
data\augmentation\no1_37_bri0_87_con1_47_rot-16_Training_80931287_jpg.jpg,happy,no1_37_bri0_87_con1_47_rot-16_Training_80931287_jpg.jpg
data\augmentation\con1_45_bri1_36_sha0_62_flip0_no0_95_rot-23_Training_80931287_jpg.jpg,happy,con1_45_bri1_36_sha0_62_flip0_no0_95_rot-23_Training_80931287_jpg.jpg
data\cleanedData\happy\Training_99971684.jpg,happy,Training_99971684.jpg
data\augmentation\con0_72_no1_37_rot-22_Training_99971684_jpg.jpg,happy,con0_72_no1_37_rot-22_Training_99971684_jpg.jpg
data\augmentation\sha0_7_con1_34_bri1_2_Training_99971684_jpg.jpg,happy,sha0_7_con1_34_bri1_2_Training_99971684_jpg.jpg
data\cleanedData\happy\Training_23268023.jpg,happy,Training_23268023.jpg
data\augmentation\bri1_29_flip0_rot27_Training_23268023_jpg.jpg,happy,bri1_29_flip0_rot27_Training_23268023_jpg.jpg
data\augmentation\flip0_no1_28_col0_82_sha1_09_bri1_33_con1_26_Training_23268023_jpg.jpg,happy,flip0_no1_28_col0_82_sha1_09_bri1_33_con1_26_Training_23268023_jpg.jpg
data\cleanedData\happy\Training_82399239.jpg,happy,Training_82399239.jpg
data\augmentation\flip0_con1_26_sha0_81_Training_82399239_jpg.jpg,happy,flip0_con1_26_sha0_81_Training_82399239_jpg.jpg
data\augmentation\col0_59_Training_82399239_jpg.jpg,happy,col0_59_Training_82399239_jpg.jpg
data\cleanedData\happy\Training_29955017.jpg,happy,Training_29955017.jpg
data\augmentation\con1_48_col1_31_flip0_sha1_11_no1_37_bri1_39_rot2_Training_29955017_jpg.jpg,happy,con1_48_col1_31_flip0_sha1_11_no1_37_bri1_39_rot2_Training_29955017_jpg.jpg
data\augmentation\no0_88_sha1_37_col0_65_flip0_con0_52_bri0_65_Training_29955017_jpg.jpg,happy,no0_88_sha1_37_col0_65_flip0_con0_52_bri0_65_Training_29955017_jpg.jpg
data\cleanedData\happy\Training_48330282.jpg,happy,Training_48330282.jpg
data\augmentation\no0_78_sha0_92_bri0_65_con1_3_flip0_col0_86_Training_48330282_jpg.jpg,happy,no0_78_sha0_92_bri0_65_con1_3_flip0_col0_86_Training_48330282_jpg.jpg
data\augmentation\col1_34_no0_83_Training_48330282_jpg.jpg,happy,col1_34_no0_83_Training_48330282_jpg.jpg
data\cleanedData\happy\Training_29689246.jpg,happy,Training_29689246.jpg
data\augmentation\no1_05_con1_11_sha0_5_rot-7_bri1_02_flip0_Training_29689246_jpg.jpg,happy,no1_05_con1_11_sha0_5_rot-7_bri1_02_flip0_Training_29689246_jpg.jpg
data\augmentation\flip0_bri0_56_rot-2_Training_29689246_jpg.jpg,happy,flip0_bri0_56_rot-2_Training_29689246_jpg.jpg
data\cleanedData\happy\PrivateTest_97619865.jpg,happy,PrivateTest_97619865.jpg
data\augmentation\flip0_bri0_84_col1_36_no0_71_sha1_38_PrivateTest_97619865_jpg.jpg,happy,flip0_bri0_84_col1_36_no0_71_sha1_38_PrivateTest_97619865_jpg.jpg
data\augmentation\con1_39_bri1_37_PrivateTest_97619865_jpg.jpg,happy,con1_39_bri1_37_PrivateTest_97619865_jpg.jpg
data\cleanedData\happy\Training_7058285.jpg,happy,Training_7058285.jpg
data\augmentation\rot-16_no1_03_flip0_Training_7058285_jpg.jpg,happy,rot-16_no1_03_flip0_Training_7058285_jpg.jpg
data\augmentation\no0_97_con0_82_flip0_bri0_5_Training_7058285_jpg.jpg,happy,no0_97_con0_82_flip0_bri0_5_Training_7058285_jpg.jpg
data\cleanedData\happy\Training_51275294.jpg,happy,Training_51275294.jpg
data\augmentation\con0_98_Training_51275294_jpg.jpg,happy,con0_98_Training_51275294_jpg.jpg
data\augmentation\sha0_56_bri0_92_con0_75_flip0_col1_14_Training_51275294_jpg.jpg,happy,sha0_56_bri0_92_con0_75_flip0_col1_14_Training_51275294_jpg.jpg
data\cleanedData\happy\Training_47716624.jpg,happy,Training_47716624.jpg
data\augmentation\con0_94_Training_47716624_jpg.jpg,happy,con0_94_Training_47716624_jpg.jpg
data\augmentation\flip0_rot-30_Training_47716624_jpg.jpg,happy,flip0_rot-30_Training_47716624_jpg.jpg
data\cleanedData\happy\PublicTest_13888087.jpg,happy,PublicTest_13888087.jpg
data\augmentation\rot-8_col0_79_bri0_51_sha0_75_con1_19_PublicTest_13888087_jpg.jpg,happy,rot-8_col0_79_bri0_51_sha0_75_con1_19_PublicTest_13888087_jpg.jpg
data\augmentation\rot-15_bri0_87_no1_32_con0_62_col0_57_PublicTest_13888087_jpg.jpg,happy,rot-15_bri0_87_no1_32_con0_62_col0_57_PublicTest_13888087_jpg.jpg
data\cleanedData\happy\Training_79832966.jpg,happy,Training_79832966.jpg
data\augmentation\con0_56_sha0_97_col0_59_Training_79832966_jpg.jpg,happy,con0_56_sha0_97_col0_59_Training_79832966_jpg.jpg
data\augmentation\flip0_no0_88_bri1_25_sha0_62_Training_79832966_jpg.jpg,happy,flip0_no0_88_bri1_25_sha0_62_Training_79832966_jpg.jpg
data\cleanedData\happy\Training_59799366.jpg,happy,Training_59799366.jpg
data\augmentation\col0_62_sha1_33_rot-13_con1_38_bri0_85_flip0_no1_22_Training_59799366_jpg.jpg,happy,col0_62_sha1_33_rot-13_con1_38_bri0_85_flip0_no1_22_Training_59799366_jpg.jpg
data\augmentation\no0_94_con1_48_Training_59799366_jpg.jpg,happy,no0_94_con1_48_Training_59799366_jpg.jpg
data\cleanedData\happy\Training_18189214.jpg,happy,Training_18189214.jpg
data\augmentation\bri0_81_col0_9_sha0_54_rot15_con1_1_flip0_Training_18189214_jpg.jpg,happy,bri0_81_col0_9_sha0_54_rot15_con1_1_flip0_Training_18189214_jpg.jpg
data\augmentation\no1_12_bri0_52_flip0_con1_03_Training_18189214_jpg.jpg,happy,no1_12_bri0_52_flip0_con1_03_Training_18189214_jpg.jpg
data\cleanedData\happy\Training_16906853.jpg,happy,Training_16906853.jpg
data\augmentation\no0_8_con1_0_rot4_sha0_94_bri1_47_col1_27_Training_16906853_jpg.jpg,happy,no0_8_con1_0_rot4_sha0_94_bri1_47_col1_27_Training_16906853_jpg.jpg
data\augmentation\sha0_96_Training_16906853_jpg.jpg,happy,sha0_96_Training_16906853_jpg.jpg
data\cleanedData\happy\Training_40511838.jpg,happy,Training_40511838.jpg
data\augmentation\col1_23_flip0_sha1_11_rot-7_con1_34_no1_29_Training_40511838_jpg.jpg,happy,col1_23_flip0_sha1_11_rot-7_con1_34_no1_29_Training_40511838_jpg.jpg
data\augmentation\con0_61_bri1_13_col1_31_sha1_36_rot-11_Training_40511838_jpg.jpg,happy,con0_61_bri1_13_col1_31_sha1_36_rot-11_Training_40511838_jpg.jpg
data\cleanedData\happy\Training_99590854.jpg,happy,Training_99590854.jpg
data\augmentation\rot-21_bri0_72_flip0_sha0_89_no0_74_col1_17_con1_16_Training_99590854_jpg.jpg,happy,rot-21_bri0_72_flip0_sha0_89_no0_74_col1_17_con1_16_Training_99590854_jpg.jpg
data\augmentation\col1_27_no0_72_flip0_Training_99590854_jpg.jpg,happy,col1_27_no0_72_flip0_Training_99590854_jpg.jpg
data\cleanedData\happy\Training_78205086.jpg,happy,Training_78205086.jpg
data\augmentation\sha0_81_Training_78205086_jpg.jpg,happy,sha0_81_Training_78205086_jpg.jpg
data\augmentation\con0_6_flip0_no1_37_rot23_sha1_45_Training_78205086_jpg.jpg,happy,con0_6_flip0_no1_37_rot23_sha1_45_Training_78205086_jpg.jpg
data\cleanedData\happy\Training_50673586.jpg,happy,Training_50673586.jpg
data\augmentation\no0_59_con0_8_Training_50673586_jpg.jpg,happy,no0_59_con0_8_Training_50673586_jpg.jpg
data\augmentation\col1_46_rot-15_no0_74_con1_27_sha1_4_flip0_Training_50673586_jpg.jpg,happy,col1_46_rot-15_no0_74_con1_27_sha1_4_flip0_Training_50673586_jpg.jpg
data\cleanedData\happy\Training_72328488.jpg,happy,Training_72328488.jpg
data\augmentation\no0_72_col1_49_rot12_con1_42_Training_72328488_jpg.jpg,happy,no0_72_col1_49_rot12_con1_42_Training_72328488_jpg.jpg
data\augmentation\col1_17_Training_72328488_jpg.jpg,happy,col1_17_Training_72328488_jpg.jpg
data\cleanedData\happy\Training_3083301.jpg,happy,Training_3083301.jpg
data\augmentation\no0_97_Training_3083301_jpg.jpg,happy,no0_97_Training_3083301_jpg.jpg
data\augmentation\col0_61_rot-20_flip0_bri1_46_sha1_29_con0_79_Training_3083301_jpg.jpg,happy,col0_61_rot-20_flip0_bri1_46_sha1_29_con0_79_Training_3083301_jpg.jpg
data\cleanedData\happy\Training_12514490.jpg,happy,Training_12514490.jpg
data\augmentation\rot17_con0_79_sha0_78_col0_7_Training_12514490_jpg.jpg,happy,rot17_con0_79_sha0_78_col0_7_Training_12514490_jpg.jpg
data\augmentation\sha1_35_Training_12514490_jpg.jpg,happy,sha1_35_Training_12514490_jpg.jpg
data\cleanedData\happy\Training_20656669.jpg,happy,Training_20656669.jpg
data\augmentation\no0_58_con1_2_col0_53_rot-6_sha0_6_Training_20656669_jpg.jpg,happy,no0_58_con1_2_col0_53_rot-6_sha0_6_Training_20656669_jpg.jpg
data\augmentation\flip0_bri0_62_sha1_4_no1_35_con0_79_col0_72_Training_20656669_jpg.jpg,happy,flip0_bri0_62_sha1_4_no1_35_con0_79_col0_72_Training_20656669_jpg.jpg
data\cleanedData\happy\PublicTest_55281637.jpg,happy,PublicTest_55281637.jpg
data\augmentation\flip0_bri0_83_PublicTest_55281637_jpg.jpg,happy,flip0_bri0_83_PublicTest_55281637_jpg.jpg
data\augmentation\no1_13_con1_29_rot15_col1_38_bri0_95_flip0_PublicTest_55281637_jpg.jpg,happy,no1_13_con1_29_rot15_col1_38_bri0_95_flip0_PublicTest_55281637_jpg.jpg
data\cleanedData\happy\Training_76557019.jpg,happy,Training_76557019.jpg
data\augmentation\sha1_1_bri1_49_Training_76557019_jpg.jpg,happy,sha1_1_bri1_49_Training_76557019_jpg.jpg
data\augmentation\no0_5_rot7_Training_76557019_jpg.jpg,happy,no0_5_rot7_Training_76557019_jpg.jpg
data\cleanedData\happy\PrivateTest_32973527.jpg,happy,PrivateTest_32973527.jpg
data\augmentation\sha0_9_flip0_no0_87_bri1_42_col1_37_rot-15_con1_09_PrivateTest_32973527_jpg.jpg,happy,sha0_9_flip0_no0_87_bri1_42_col1_37_rot-15_con1_09_PrivateTest_32973527_jpg.jpg
data\augmentation\col1_45_sha0_71_PrivateTest_32973527_jpg.jpg,happy,col1_45_sha0_71_PrivateTest_32973527_jpg.jpg
data\cleanedData\happy\Training_93487051.jpg,happy,Training_93487051.jpg
data\augmentation\con0_85_bri0_82_sha1_01_Training_93487051_jpg.jpg,happy,con0_85_bri0_82_sha1_01_Training_93487051_jpg.jpg
data\augmentation\no0_81_col0_66_bri1_28_rot12_flip0_Training_93487051_jpg.jpg,happy,no0_81_col0_66_bri1_28_rot12_flip0_Training_93487051_jpg.jpg
data\cleanedData\happy\Training_6608345.jpg,happy,Training_6608345.jpg
data\augmentation\col1_15_rot-12_no0_86_flip0_con0_67_sha1_0_bri1_33_Training_6608345_jpg.jpg,happy,col1_15_rot-12_no0_86_flip0_con0_67_sha1_0_bri1_33_Training_6608345_jpg.jpg
data\augmentation\rot-30_sha1_31_Training_6608345_jpg.jpg,happy,rot-30_sha1_31_Training_6608345_jpg.jpg
data\cleanedData\happy\Training_84197631.jpg,happy,Training_84197631.jpg
data\augmentation\sha1_28_rot-16_no0_55_Training_84197631_jpg.jpg,happy,sha1_28_rot-16_no0_55_Training_84197631_jpg.jpg
data\augmentation\sha0_56_col1_08_bri1_37_Training_84197631_jpg.jpg,happy,sha0_56_col1_08_bri1_37_Training_84197631_jpg.jpg
data\cleanedData\happy\Training_81464344.jpg,happy,Training_81464344.jpg
data\augmentation\con1_33_bri0_75_Training_81464344_jpg.jpg,happy,con1_33_bri0_75_Training_81464344_jpg.jpg
data\augmentation\no0_77_bri1_15_Training_81464344_jpg.jpg,happy,no0_77_bri1_15_Training_81464344_jpg.jpg
data\cleanedData\happy\Training_3705381.jpg,happy,Training_3705381.jpg
data\augmentation\no0_9_bri1_13_col0_95_Training_3705381_jpg.jpg,happy,no0_9_bri1_13_col0_95_Training_3705381_jpg.jpg
data\augmentation\bri0_65_flip0_col1_49_no0_96_rot18_Training_3705381_jpg.jpg,happy,bri0_65_flip0_col1_49_no0_96_rot18_Training_3705381_jpg.jpg
data\cleanedData\happy\Training_25590197.jpg,happy,Training_25590197.jpg
data\augmentation\no0_94_col0_54_sha1_47_con1_22_bri1_13_rot22_Training_25590197_jpg.jpg,happy,no0_94_col0_54_sha1_47_con1_22_bri1_13_rot22_Training_25590197_jpg.jpg
data\augmentation\con1_08_Training_25590197_jpg.jpg,happy,con1_08_Training_25590197_jpg.jpg
data\cleanedData\happy\PublicTest_37311642.jpg,happy,PublicTest_37311642.jpg
data\augmentation\sha1_45_bri1_07_col0_52_PublicTest_37311642_jpg.jpg,happy,sha1_45_bri1_07_col0_52_PublicTest_37311642_jpg.jpg
data\augmentation\flip0_sha1_27_bri1_31_PublicTest_37311642_jpg.jpg,happy,flip0_sha1_27_bri1_31_PublicTest_37311642_jpg.jpg
data\cleanedData\happy\Training_30215903.jpg,happy,Training_30215903.jpg
data\augmentation\rot-14_no1_39_Training_30215903_jpg.jpg,happy,rot-14_no1_39_Training_30215903_jpg.jpg
data\augmentation\bri0_6_col0_81_con0_76_no1_01_flip0_Training_30215903_jpg.jpg,happy,bri0_6_col0_81_con0_76_no1_01_flip0_Training_30215903_jpg.jpg
data\cleanedData\happy\Training_37609048.jpg,happy,Training_37609048.jpg
data\augmentation\rot30_no0_8_bri0_53_flip0_Training_37609048_jpg.jpg,happy,rot30_no0_8_bri0_53_flip0_Training_37609048_jpg.jpg
data\augmentation\flip0_sha0_79_con0_71_Training_37609048_jpg.jpg,happy,flip0_sha0_79_con0_71_Training_37609048_jpg.jpg
data\cleanedData\happy\PrivateTest_29389785.jpg,happy,PrivateTest_29389785.jpg
data\augmentation\bri1_11_PrivateTest_29389785_jpg.jpg,happy,bri1_11_PrivateTest_29389785_jpg.jpg
data\augmentation\sha1_28_col0_77_con0_94_PrivateTest_29389785_jpg.jpg,happy,sha1_28_col0_77_con0_94_PrivateTest_29389785_jpg.jpg
data\cleanedData\happy\Training_47135034.jpg,happy,Training_47135034.jpg
data\augmentation\no0_95_rot-8_Training_47135034_jpg.jpg,happy,no0_95_rot-8_Training_47135034_jpg.jpg
data\augmentation\col0_71_rot20_bri1_23_Training_47135034_jpg.jpg,happy,col0_71_rot20_bri1_23_Training_47135034_jpg.jpg
data\cleanedData\happy\Training_1834898.jpg,happy,Training_1834898.jpg
data\augmentation\flip0_no0_55_Training_1834898_jpg.jpg,happy,flip0_no0_55_Training_1834898_jpg.jpg
data\augmentation\col0_95_rot24_con1_05_bri0_77_sha0_56_no0_85_flip0_Training_1834898_jpg.jpg,happy,col0_95_rot24_con1_05_bri0_77_sha0_56_no0_85_flip0_Training_1834898_jpg.jpg
data\cleanedData\happy\PrivateTest_39858083.jpg,happy,PrivateTest_39858083.jpg
data\augmentation\flip0_rot12_PrivateTest_39858083_jpg.jpg,happy,flip0_rot12_PrivateTest_39858083_jpg.jpg
data\augmentation\sha0_74_bri1_12_col1_43_flip0_con0_82_PrivateTest_39858083_jpg.jpg,happy,sha0_74_bri1_12_col1_43_flip0_con0_82_PrivateTest_39858083_jpg.jpg
data\cleanedData\happy\Training_75321044.jpg,happy,Training_75321044.jpg
data\augmentation\no0_75_con0_92_Training_75321044_jpg.jpg,happy,no0_75_con0_92_Training_75321044_jpg.jpg
data\augmentation\rot16_no0_71_col1_25_flip0_con1_02_sha0_66_Training_75321044_jpg.jpg,happy,rot16_no0_71_col1_25_flip0_con1_02_sha0_66_Training_75321044_jpg.jpg
data\cleanedData\happy\Training_25830674.jpg,happy,Training_25830674.jpg
data\augmentation\col0_61_con0_97_bri1_4_no0_96_rot19_flip0_Training_25830674_jpg.jpg,happy,col0_61_con0_97_bri1_4_no0_96_rot19_flip0_Training_25830674_jpg.jpg
data\augmentation\col1_0_Training_25830674_jpg.jpg,happy,col1_0_Training_25830674_jpg.jpg
data\cleanedData\happy\Training_61920083.jpg,happy,Training_61920083.jpg
data\augmentation\rot0_flip0_sha1_45_col0_73_bri1_38_Training_61920083_jpg.jpg,happy,rot0_flip0_sha1_45_col0_73_bri1_38_Training_61920083_jpg.jpg
data\augmentation\bri1_07_sha1_03_no1_28_rot-1_con0_51_col1_27_Training_61920083_jpg.jpg,happy,bri1_07_sha1_03_no1_28_rot-1_con0_51_col1_27_Training_61920083_jpg.jpg
data\cleanedData\happy\Training_88399527.jpg,happy,Training_88399527.jpg
data\augmentation\rot13_sha0_85_Training_88399527_jpg.jpg,happy,rot13_sha0_85_Training_88399527_jpg.jpg
data\augmentation\con1_17_Training_88399527_jpg.jpg,happy,con1_17_Training_88399527_jpg.jpg
data\cleanedData\happy\Training_20350428.jpg,happy,Training_20350428.jpg
data\augmentation\no1_14_flip0_con0_94_rot-17_col0_8_sha1_3_bri1_48_Training_20350428_jpg.jpg,happy,no1_14_flip0_con0_94_rot-17_col0_8_sha1_3_bri1_48_Training_20350428_jpg.jpg
data\augmentation\bri1_23_Training_20350428_jpg.jpg,happy,bri1_23_Training_20350428_jpg.jpg
data\cleanedData\happy\PrivateTest_70553471.jpg,happy,PrivateTest_70553471.jpg
data\augmentation\sha0_77_PrivateTest_70553471_jpg.jpg,happy,sha0_77_PrivateTest_70553471_jpg.jpg
data\augmentation\flip0_col1_24_bri0_57_rot-28_con0_72_PrivateTest_70553471_jpg.jpg,happy,flip0_col1_24_bri0_57_rot-28_con0_72_PrivateTest_70553471_jpg.jpg
data\cleanedData\happy\Training_17900783.jpg,happy,Training_17900783.jpg
data\augmentation\con0_75_rot25_col1_0_sha1_49_bri0_75_no0_54_Training_17900783_jpg.jpg,happy,con0_75_rot25_col1_0_sha1_49_bri0_75_no0_54_Training_17900783_jpg.jpg
data\augmentation\no0_53_Training_17900783_jpg.jpg,happy,no0_53_Training_17900783_jpg.jpg
data\cleanedData\happy\Training_66942087.jpg,happy,Training_66942087.jpg
data\augmentation\bri0_73_sha0_57_no1_18_con1_26_rot-15_col0_58_Training_66942087_jpg.jpg,happy,bri0_73_sha0_57_no1_18_con1_26_rot-15_col0_58_Training_66942087_jpg.jpg
data\augmentation\con0_98_no1_49_col1_46_sha0_72_Training_66942087_jpg.jpg,happy,con0_98_no1_49_col1_46_sha0_72_Training_66942087_jpg.jpg
data\cleanedData\happy\Training_67626163.jpg,happy,Training_67626163.jpg
data\augmentation\con0_54_Training_67626163_jpg.jpg,happy,con0_54_Training_67626163_jpg.jpg
data\augmentation\con0_75_col1_36_no1_17_flip0_bri0_77_sha0_9_rot30_Training_67626163_jpg.jpg,happy,con0_75_col1_36_no1_17_flip0_bri0_77_sha0_9_rot30_Training_67626163_jpg.jpg
data\cleanedData\happy\Training_66690979.jpg,happy,Training_66690979.jpg
data\augmentation\con0_71_bri0_96_sha1_47_col1_47_no0_53_flip0_Training_66690979_jpg.jpg,happy,con0_71_bri0_96_sha1_47_col1_47_no0_53_flip0_Training_66690979_jpg.jpg
data\augmentation\col0_6_no0_84_Training_66690979_jpg.jpg,happy,col0_6_no0_84_Training_66690979_jpg.jpg
data\cleanedData\happy\Training_67950657.jpg,happy,Training_67950657.jpg
data\augmentation\con1_07_flip0_no0_99_col1_38_sha0_9_rot-19_bri1_42_Training_67950657_jpg.jpg,happy,con1_07_flip0_no0_99_col1_38_sha0_9_rot-19_bri1_42_Training_67950657_jpg.jpg
data\augmentation\con1_19_flip0_col1_07_sha1_42_Training_67950657_jpg.jpg,happy,con1_19_flip0_col1_07_sha1_42_Training_67950657_jpg.jpg
data\cleanedData\happy\Training_2747775.jpg,happy,Training_2747775.jpg
data\augmentation\sha0_89_col1_12_flip0_Training_2747775_jpg.jpg,happy,sha0_89_col1_12_flip0_Training_2747775_jpg.jpg
data\augmentation\con1_2_no1_47_sha0_83_flip0_Training_2747775_jpg.jpg,happy,con1_2_no1_47_sha0_83_flip0_Training_2747775_jpg.jpg
data\cleanedData\happy\PrivateTest_42921109.jpg,happy,PrivateTest_42921109.jpg
data\augmentation\sha1_43_con0_72_flip0_col1_02_bri1_07_rot-4_PrivateTest_42921109_jpg.jpg,happy,sha1_43_con0_72_flip0_col1_02_bri1_07_rot-4_PrivateTest_42921109_jpg.jpg
data\augmentation\rot-19_con0_59_PrivateTest_42921109_jpg.jpg,happy,rot-19_con0_59_PrivateTest_42921109_jpg.jpg
data\cleanedData\happy\Training_49830552.jpg,happy,Training_49830552.jpg
data\augmentation\no0_91_con0_62_bri1_05_flip0_col1_04_rot18_Training_49830552_jpg.jpg,happy,no0_91_con0_62_bri1_05_flip0_col1_04_rot18_Training_49830552_jpg.jpg
data\augmentation\rot17_col0_84_sha0_58_con1_1_Training_49830552_jpg.jpg,happy,rot17_col0_84_sha0_58_con1_1_Training_49830552_jpg.jpg
data\cleanedData\happy\Training_97434593.jpg,happy,Training_97434593.jpg
data\augmentation\con1_35_col0_68_no1_48_bri0_79_Training_97434593_jpg.jpg,happy,con1_35_col0_68_no1_48_bri0_79_Training_97434593_jpg.jpg
data\augmentation\flip0_col0_82_no0_7_bri1_47_sha1_5_con0_66_Training_97434593_jpg.jpg,happy,flip0_col0_82_no0_7_bri1_47_sha1_5_con0_66_Training_97434593_jpg.jpg
data\cleanedData\happy\Training_93727882.jpg,happy,Training_93727882.jpg
data\augmentation\no0_66_flip0_con1_17_rot-26_bri1_37_sha1_02_col1_3_Training_93727882_jpg.jpg,happy,no0_66_flip0_con1_17_rot-26_bri1_37_sha1_02_col1_3_Training_93727882_jpg.jpg
data\augmentation\no0_56_Training_93727882_jpg.jpg,happy,no0_56_Training_93727882_jpg.jpg
data\cleanedData\happy\Training_82581464.jpg,happy,Training_82581464.jpg
data\augmentation\rot21_no0_84_Training_82581464_jpg.jpg,happy,rot21_no0_84_Training_82581464_jpg.jpg
data\augmentation\con0_69_Training_82581464_jpg.jpg,happy,con0_69_Training_82581464_jpg.jpg
data\cleanedData\happy\Training_32693367.jpg,happy,Training_32693367.jpg
data\augmentation\bri0_96_Training_32693367_jpg.jpg,happy,bri0_96_Training_32693367_jpg.jpg
data\augmentation\flip0_col1_41_con1_32_no0_72_sha0_72_Training_32693367_jpg.jpg,happy,flip0_col1_41_con1_32_no0_72_sha0_72_Training_32693367_jpg.jpg
data\cleanedData\happy\Training_77947880.jpg,happy,Training_77947880.jpg
data\augmentation\con1_35_flip0_bri0_75_Training_77947880_jpg.jpg,happy,con1_35_flip0_bri0_75_Training_77947880_jpg.jpg
data\augmentation\bri1_22_sha1_45_rot29_col1_48_Training_77947880_jpg.jpg,happy,bri1_22_sha1_45_rot29_col1_48_Training_77947880_jpg.jpg
data\cleanedData\happy\Training_82421765.jpg,happy,Training_82421765.jpg
data\augmentation\con1_36_Training_82421765_jpg.jpg,happy,con1_36_Training_82421765_jpg.jpg
data\augmentation\col0_95_no1_3_bri0_82_con0_95_sha1_45_flip0_Training_82421765_jpg.jpg,happy,col0_95_no1_3_bri0_82_con0_95_sha1_45_flip0_Training_82421765_jpg.jpg
data\cleanedData\happy\Training_48718744.jpg,happy,Training_48718744.jpg
data\augmentation\sha0_85_rot-18_col1_1_con1_38_bri1_21_Training_48718744_jpg.jpg,happy,sha0_85_rot-18_col1_1_con1_38_bri1_21_Training_48718744_jpg.jpg
data\augmentation\col1_02_flip0_no0_7_bri1_37_sha1_01_con1_32_Training_48718744_jpg.jpg,happy,col1_02_flip0_no0_7_bri1_37_sha1_01_con1_32_Training_48718744_jpg.jpg
data\cleanedData\happy\Training_7819588.jpg,happy,Training_7819588.jpg
data\augmentation\bri1_04_Training_7819588_jpg.jpg,happy,bri1_04_Training_7819588_jpg.jpg
data\augmentation\rot-9_Training_7819588_jpg.jpg,happy,rot-9_Training_7819588_jpg.jpg
data\cleanedData\happy\Training_83504339.jpg,happy,Training_83504339.jpg
data\augmentation\rot7_con1_2_bri1_47_col1_21_Training_83504339_jpg.jpg,happy,rot7_con1_2_bri1_47_col1_21_Training_83504339_jpg.jpg
data\augmentation\no0_98_con0_76_rot-14_Training_83504339_jpg.jpg,happy,no0_98_con0_76_rot-14_Training_83504339_jpg.jpg
data\cleanedData\happy\Training_54635753.jpg,happy,Training_54635753.jpg
data\augmentation\sha0_84_no0_96_col0_64_bri1_01_Training_54635753_jpg.jpg,happy,sha0_84_no0_96_col0_64_bri1_01_Training_54635753_jpg.jpg
data\augmentation\con1_06_rot-16_flip0_Training_54635753_jpg.jpg,happy,con1_06_rot-16_flip0_Training_54635753_jpg.jpg
data\cleanedData\happy\Training_19650363.jpg,happy,Training_19650363.jpg
data\augmentation\col0_72_no1_34_rot19_Training_19650363_jpg.jpg,happy,col0_72_no1_34_rot19_Training_19650363_jpg.jpg
data\augmentation\col1_03_sha0_72_rot17_con0_8_Training_19650363_jpg.jpg,happy,col1_03_sha0_72_rot17_con0_8_Training_19650363_jpg.jpg
data\cleanedData\happy\Training_22660362.jpg,happy,Training_22660362.jpg
data\augmentation\bri0_9_rot12_col0_73_con0_86_Training_22660362_jpg.jpg,happy,bri0_9_rot12_col0_73_con0_86_Training_22660362_jpg.jpg
data\augmentation\col1_25_flip0_bri1_22_rot3_no1_02_sha0_57_Training_22660362_jpg.jpg,happy,col1_25_flip0_bri1_22_rot3_no1_02_sha0_57_Training_22660362_jpg.jpg
data\cleanedData\happy\Training_33468895.jpg,happy,Training_33468895.jpg
data\augmentation\sha1_24_bri1_41_Training_33468895_jpg.jpg,happy,sha1_24_bri1_41_Training_33468895_jpg.jpg
data\augmentation\flip0_bri0_89_col1_1_rot11_con1_25_no0_5_sha1_42_Training_33468895_jpg.jpg,happy,flip0_bri0_89_col1_1_rot11_con1_25_no0_5_sha1_42_Training_33468895_jpg.jpg
data\cleanedData\happy\Training_66417078.jpg,happy,Training_66417078.jpg
data\augmentation\col0_77_rot30_con0_97_bri1_08_no0_99_Training_66417078_jpg.jpg,happy,col0_77_rot30_con0_97_bri1_08_no0_99_Training_66417078_jpg.jpg
