Image Path,Correct Label,Predicted Label
image_1445,1,neutral
image_1446,1,neutral
image_1447,2,neutral
image_1448,0,angry
image_1449,0,happy
image_1450,2,neutral
image_1451,2,neutral
image_1452,1,neutral
image_1453,0,happy
image_1454,2,neutral
image_1455,0,happy
image_1456,2,happy
image_1457,2,neutral
image_1458,0,happy
image_1459,2,neutral
image_1460,1,angry
image_1461,1,happy
image_1462,0,happy
image_1463,2,neutral
image_1464,0,happy
image_1465,0,happy
image_1466,2,neutral
image_1467,2,neutral
image_1468,0,happy
image_1469,0,happy
image_1470,0,happy
image_1471,1,angry
image_1472,2,neutral
image_1473,1,angry
image_1474,2,neutral
image_1475,1,angry
image_1476,0,happy
image_1477,2,neutral
image_1478,2,neutral
image_1479,0,happy
image_1480,1,angry
image_1481,1,happy
image_1482,3,engaged
image_1483,0,happy
image_1484,2,neutral
image_1485,0,happy
image_1486,0,happy
image_1487,2,neutral
image_1488,1,angry
image_1489,0,happy
image_1490,2,neutral
image_1491,0,neutral
image_1492,0,neutral
image_1493,0,happy
image_1494,0,neutral
image_1495,0,happy
image_1496,0,happy
image_1497,0,happy
image_1498,1,angry
image_1499,0,happy
image_1500,2,happy
image_1501,1,neutral
image_1502,0,happy
image_1503,1,angry
image_1504,2,neutral
image_1505,2,neutral
image_1506,1,neutral
image_1507,1,angry
image_1508,1,neutral
image_1509,0,happy
image_1510,0,happy
image_1511,2,neutral
image_1512,1,neutral
image_1513,0,happy
image_1514,0,happy
image_1515,1,neutral
image_1516,2,angry
image_1517,2,happy
image_1518,0,happy
image_1519,0,happy
image_1520,0,neutral
image_1521,0,happy
image_1522,1,neutral
image_1523,0,happy
image_1524,1,happy
image_1525,0,happy
image_1526,2,neutral
image_1527,1,angry
image_1528,2,neutral
image_1529,2,neutral
image_1530,2,angry
image_1531,0,happy
image_1532,1,angry
image_1533,1,neutral
image_1534,1,angry
image_1535,0,happy
image_1536,0,happy
image_1537,0,happy
image_1538,2,neutral
image_1539,0,angry
image_1540,0,happy
image_1541,0,happy
image_1542,1,angry
image_1543,2,neutral
image_1544,1,neutral
image_1545,2,neutral
image_1546,2,neutral
image_1547,2,angry
image_1548,1,neutral
image_1549,1,angry
image_1550,1,neutral
image_1551,2,neutral
image_1552,2,happy
image_1553,1,angry
image_1554,3,engaged
image_1555,0,happy
image_1556,2,neutral
image_1557,0,happy
image_1558,1,angry
image_1559,2,happy
image_1560,0,happy
image_1561,2,neutral
image_1562,1,angry
image_1563,2,angry
image_1564,3,engaged
image_1565,2,happy
image_1566,0,happy
image_1567,2,neutral
image_1568,1,angry
image_1569,1,angry
image_1570,0,neutral
image_1571,1,angry
image_1572,0,happy
image_1573,0,happy
image_1574,2,neutral
image_1575,0,happy
image_1576,1,neutral
image_1577,2,neutral
image_1578,0,neutral
image_1579,0,happy
image_1580,2,neutral
image_1581,0,happy
image_1582,2,neutral
image_1583,0,neutral
image_1584,0,happy
image_1585,0,happy
image_1586,0,neutral
image_1587,2,neutral
image_1588,0,happy
image_1589,0,happy
image_1590,0,happy
image_1591,0,happy
image_1592,0,happy
image_1593,1,angry
image_1594,2,neutral
image_1595,2,neutral
image_1596,1,angry
image_1597,1,neutral
image_1598,0,happy
image_1599,1,neutral
image_1600,2,neutral
image_1601,0,happy
image_1602,2,happy
image_1603,2,neutral
image_1604,0,happy
image_1605,2,happy
image_1606,0,happy
image_1607,2,angry
image_1608,1,neutral
image_1609,3,engaged
image_1610,0,happy
image_1611,1,angry
image_1612,1,angry
image_1613,2,happy
image_1614,2,neutral
image_1615,0,happy
image_1616,0,happy
image_1617,0,happy
image_1618,2,happy
image_1619,1,angry
image_1620,0,neutral
image_1621,0,happy
image_1622,2,neutral
image_1623,0,happy
image_1624,0,happy
image_1625,0,happy
image_1626,2,neutral
image_1627,2,neutral
image_1628,0,happy
image_1629,2,neutral
image_1630,2,neutral
image_1631,2,angry
image_1632,1,neutral
image_1633,0,happy
image_1634,1,neutral
image_1635,0,neutral
image_1636,0,neutral
image_1637,0,happy
image_1638,2,neutral
image_1639,0,happy
image_1640,2,neutral
image_1641,2,angry
image_1642,2,neutral
image_1643,2,angry
image_1644,0,happy
image_1645,2,neutral
image_1646,0,happy
image_1647,0,happy
image_1648,1,neutral
image_1649,1,angry
image_1650,2,neutral
image_1651,3,engaged
image_1652,1,neutral
image_1653,2,happy
image_1654,0,happy
image_1655,0,happy
image_1656,0,happy
image_1657,2,neutral
image_1658,1,angry
image_1659,2,neutral
image_1660,2,neutral
image_1661,1,happy
image_1662,0,happy
image_1663,2,neutral
image_1664,2,happy
image_1665,2,neutral
image_1666,2,angry
image_1667,2,neutral
image_1668,2,neutral
image_1669,3,engaged
image_1670,0,happy
image_1671,1,angry
image_1672,1,neutral
image_1673,0,happy
image_1674,0,happy
image_1675,0,happy
image_1676,0,happy
image_1677,2,neutral
image_1678,2,neutral
image_1679,2,neutral
image_1680,0,happy
image_1681,2,angry
image_1682,0,happy
image_1683,2,angry
image_1684,0,angry
image_1685,0,happy
image_1686,1,neutral
image_1687,0,happy
image_1688,0,happy
image_1689,0,happy
image_1690,0,happy
image_1691,0,happy
image_1692,2,neutral
image_1693,1,angry
image_1694,1,angry
image_1695,0,happy
image_1696,2,angry
image_1697,2,neutral
image_1698,2,neutral
image_1699,0,happy
image_1700,2,neutral
image_1701,1,neutral
image_1702,0,happy
image_1703,1,angry
image_1704,2,neutral
image_1705,0,happy
image_1706,0,happy
image_1707,0,neutral
image_1708,2,neutral
image_1709,1,neutral
image_1710,2,neutral
image_1711,1,angry
image_1712,2,angry
image_1713,0,happy
image_1714,0,happy
image_1715,2,neutral
image_1716,0,happy
image_1717,1,angry
image_1718,0,happy
image_1719,0,happy
image_1720,0,happy
image_1721,2,happy
image_1722,0,happy
image_1723,0,happy
image_1724,1,happy
image_1725,0,happy
image_1726,0,happy
image_1727,0,happy
image_1728,0,happy
image_1729,1,neutral
image_1730,1,angry
image_1731,1,neutral
image_1732,2,neutral
image_1733,0,angry
image_1734,1,angry
image_1735,2,neutral
image_1736,0,happy
image_1737,0,happy
image_1738,1,angry
image_1739,2,angry
image_1740,2,neutral
image_1741,0,happy
image_1742,0,happy
image_1743,0,happy
image_1744,1,angry
image_1745,1,neutral
image_1746,1,neutral
image_1747,0,happy
image_1748,2,angry
image_1749,0,happy
image_1750,0,happy
image_1751,0,happy
image_1752,0,happy
image_1753,1,neutral
image_1754,0,happy
image_1755,1,neutral
image_1756,1,happy
image_1757,0,happy
image_1758,0,happy
image_1759,0,angry
image_1760,3,engaged
image_1761,2,happy
image_1762,3,engaged
image_1763,1,neutral
image_1764,1,neutral
image_1765,0,neutral
image_1766,0,neutral
image_1767,1,angry
image_1768,1,angry
image_1769,2,neutral
image_1770,1,angry
image_1771,0,happy
image_1772,2,happy
image_1773,2,happy
image_1774,0,happy
image_1775,0,happy
image_1776,1,angry
image_1777,0,happy
image_1778,2,neutral
image_1779,2,happy
image_1780,0,happy
image_1781,1,angry
image_1782,2,neutral
image_1783,2,neutral
image_1784,2,neutral
image_1785,0,happy
image_1786,1,happy
image_1787,0,happy
image_1788,0,happy
image_1789,2,neutral
image_1790,0,happy
image_1791,0,happy
image_1792,2,happy
image_1793,0,happy
image_1794,2,neutral
image_1795,2,angry
image_1796,1,angry
image_1797,1,angry
image_1798,2,neutral
image_1799,0,happy
image_1800,2,neutral
image_1801,0,happy
image_1802,0,happy
image_1803,2,neutral
image_1804,0,happy
image_1805,1,neutral
image_1806,1,angry
image_1807,3,engaged
image_1808,0,happy
image_1809,2,neutral
image_1810,0,angry
image_1811,0,happy
image_1812,1,happy
image_1813,2,neutral
image_1814,1,neutral
image_1815,0,happy
image_1816,0,happy
image_1817,0,happy
image_1818,0,happy
image_1819,0,happy
image_1820,2,neutral
image_1821,1,angry
image_1822,2,neutral
image_1823,2,neutral
image_1824,0,happy
image_1825,0,happy
image_1826,2,neutral
image_1827,1,angry
image_1828,2,neutral
image_1829,2,neutral
image_1830,0,neutral
image_1831,2,neutral
image_1832,2,happy
image_1833,1,angry
image_1834,1,angry
image_1835,1,angry
image_1836,1,happy
image_1837,2,neutral
image_1838,0,happy
image_1839,0,angry
image_1840,0,happy
image_1841,1,angry
image_1842,2,neutral
image_1843,0,happy
image_1844,2,neutral
image_1845,0,happy
image_1846,1,angry
image_1847,2,neutral
image_1848,0,happy
image_1849,2,neutral
image_1850,1,angry
image_1851,1,angry
image_1852,0,happy
image_1853,0,happy
image_1854,1,neutral
image_1855,1,angry
image_1856,1,happy
image_1857,0,happy
image_1858,0,happy
image_1859,3,engaged
image_1860,0,happy
image_1861,2,engaged
image_1862,2,happy
image_1863,2,neutral
image_1864,2,neutral
image_1865,0,happy
image_1866,0,happy
image_1867,0,happy
image_1868,0,neutral
image_1869,0,happy
image_1870,1,happy
image_1871,0,happy
image_1872,2,happy
image_1873,1,angry
image_1874,1,neutral
image_1875,1,angry
image_1876,0,happy
image_1877,1,neutral
image_1878,2,neutral
image_1879,0,happy
image_1880,2,happy
image_1881,1,angry
image_1882,0,happy
image_1883,0,happy
image_1884,0,happy
image_1885,0,neutral
image_1886,0,happy
image_1887,1,neutral
image_1888,1,angry
image_1889,2,neutral
image_1890,1,angry
image_1891,0,happy
image_1892,1,happy
image_1893,0,happy
image_1894,2,neutral
image_1895,2,angry
image_1896,0,happy
image_1897,0,happy
image_1898,0,neutral
image_1899,2,angry
image_1900,0,happy
image_1901,0,happy
image_1902,1,angry
image_1903,0,happy
image_1904,0,happy
image_1905,0,happy
image_1906,2,neutral
image_1907,1,angry
image_1908,0,happy
image_1909,0,happy
image_1910,0,happy
image_1911,2,neutral
image_1912,0,happy
image_1913,0,happy
image_1914,0,happy
image_1915,2,neutral
image_1916,1,angry
image_1917,0,happy
image_1918,2,neutral
image_1919,1,angry
image_1920,2,neutral
image_1921,0,happy
image_1922,1,angry
image_1923,0,happy
image_1924,2,neutral
image_1925,0,happy
image_1926,2,neutral
image_1927,1,angry
image_1928,2,neutral
image_1929,2,angry
image_1930,0,happy
image_1931,0,angry
image_1932,1,happy
image_1933,2,neutral
image_1934,0,angry
image_1935,0,happy
image_1936,1,happy
image_1937,1,angry
image_1938,0,happy
image_1939,0,happy
image_1940,1,angry
image_1941,2,neutral
image_1942,1,neutral
image_1943,0,happy
image_1944,2,neutral
image_1945,2,neutral
image_1946,0,happy
image_1947,0,happy
image_1948,2,angry
image_1949,0,happy
image_1950,1,neutral
image_1951,3,engaged
image_1952,0,happy
image_1953,2,neutral
image_1954,2,neutral
image_1955,3,engaged
image_1956,2,angry
image_1957,0,happy
image_1958,1,angry
image_1959,3,engaged
image_1960,1,angry
image_1961,0,happy
image_1962,0,happy
image_1963,0,happy
image_1964,2,neutral
image_1965,2,angry
image_1966,2,neutral
image_1967,0,angry
image_1968,0,happy
image_1969,1,neutral
image_1970,2,neutral
image_1971,1,happy
image_1972,0,happy
image_1973,2,happy
image_1974,2,neutral
image_1975,3,engaged
image_1976,0,happy
image_1977,1,neutral
image_1978,0,happy
image_1979,2,neutral
image_1980,3,happy
image_1981,0,happy
image_1982,0,happy
image_1983,1,neutral
image_1984,1,neutral
image_1985,2,neutral
image_1986,2,neutral
image_1987,1,engaged
image_1988,3,engaged
image_1989,0,happy
image_1990,0,happy
image_1991,0,happy
image_1992,0,happy
image_1993,1,angry
image_1994,2,neutral
image_1995,2,neutral
image_1996,0,happy
image_1997,1,angry
image_1998,0,happy
image_1999,0,happy
image_2000,2,neutral
image_2001,2,neutral
image_2002,2,angry
image_2003,0,happy
image_2004,2,neutral
image_2005,0,happy
image_2006,2,neutral
image_2007,1,angry
image_2008,0,happy
image_2009,1,angry
image_2010,0,happy
image_2011,0,happy
image_2012,2,neutral
image_2013,1,engaged
image_2014,0,happy
image_2015,0,happy
image_2016,1,angry
image_2017,1,neutral
image_2018,2,neutral
image_2019,0,happy
image_2020,0,happy
image_2021,0,neutral
image_2022,0,happy
image_2023,0,happy
image_2024,0,happy
image_2025,2,neutral
image_2026,0,happy
image_2027,0,happy
image_2028,2,angry
image_2029,0,happy
image_2030,2,happy
image_2031,1,angry
image_2032,1,angry
image_2033,0,happy
image_2034,1,angry
image_2035,0,neutral
image_2036,0,happy
image_2037,0,happy
image_2038,2,happy
image_2039,0,happy
image_2040,1,neutral
image_2041,2,neutral
image_2042,1,angry
image_2043,1,neutral
image_2044,1,angry
image_2045,0,angry
image_2046,0,happy
image_2047,2,neutral
image_2048,1,neutral
image_2049,2,angry
image_2050,2,neutral
image_2051,2,neutral
image_2052,2,neutral
image_2053,0,happy
image_2054,1,angry
image_2055,0,neutral
image_2056,0,happy
image_2057,2,neutral
image_2058,2,neutral
image_2059,0,happy
image_2060,0,happy
image_2061,1,angry
image_2062,0,happy
image_2063,0,happy
image_2064,0,happy
image_2065,0,happy
image_2066,0,happy
image_2067,2,neutral
image_2068,0,happy
image_2069,2,angry
image_2070,1,angry
image_2071,2,neutral
image_2072,0,happy
image_2073,2,neutral
image_2074,0,happy
image_2075,1,angry
image_2076,0,happy
image_2077,1,engaged
image_2078,2,happy
image_2079,0,happy
image_2080,1,neutral
image_2081,1,angry
image_2082,2,neutral
image_2083,2,neutral
image_2084,1,neutral
image_2085,2,neutral
image_2086,2,happy
image_2087,0,happy
image_2088,1,neutral
image_2089,0,happy
image_2090,1,angry
image_2091,0,happy
image_2092,1,neutral
image_2093,0,happy
image_2094,2,neutral
image_2095,0,happy
image_2096,2,neutral
image_2097,0,happy
image_2098,1,angry
image_2099,1,neutral
image_2100,0,happy
image_2101,0,happy
image_2102,0,happy
image_2103,1,angry
image_2104,2,neutral
image_2105,0,happy
image_2106,1,neutral
image_2107,1,angry
image_2108,2,neutral
image_2109,1,angry
image_2110,1,angry
image_2111,2,happy
image_2112,2,neutral
image_2113,0,happy
image_2114,0,neutral
image_2115,1,angry
image_2116,1,angry
image_2117,0,happy
image_2118,0,happy
image_2119,0,happy
image_2120,2,neutral
image_2121,0,happy
image_2122,1,angry
image_2123,0,happy
image_2124,0,happy
image_2125,1,happy
image_2126,3,engaged
image_2127,1,neutral
image_2128,2,happy
image_2129,2,neutral
image_2130,1,neutral
image_2131,2,neutral
image_2132,2,neutral
image_2133,2,angry
image_2134,2,neutral
image_2135,2,happy
image_2136,1,angry
image_2137,0,happy
image_2138,0,happy
image_2139,2,neutral
image_2140,1,happy
image_2141,0,happy
image_2142,0,neutral
image_2143,0,happy
image_2144,2,neutral
image_2145,0,neutral
image_2146,2,neutral
image_2147,0,happy
image_2148,0,happy
image_2149,2,neutral
image_2150,0,happy
image_2151,1,angry
image_2152,0,happy
image_2153,0,happy
image_2154,1,angry
image_2155,2,neutral
image_2156,0,happy
image_2157,2,neutral
image_2158,0,happy
image_2159,2,neutral
image_2160,2,neutral
image_2161,1,angry
image_2162,0,happy
image_2163,0,happy
image_2164,2,neutral
image_2165,0,happy
image_2166,3,engaged
image_2167,2,neutral
image_2168,0,neutral
image_2169,3,neutral
image_2170,2,neutral
image_2171,2,neutral
image_2172,2,neutral
image_2173,2,neutral
image_2174,0,happy
image_2175,0,neutral
image_2176,1,angry
image_2177,1,angry
image_2178,0,happy
image_2179,0,happy
image_2180,0,happy
image_2181,2,neutral
image_2182,1,angry
image_2183,0,happy
image_2184,0,neutral
image_2185,0,happy
image_2186,0,neutral
image_2187,1,neutral
image_2188,1,neutral
image_2189,0,happy
image_2190,2,neutral
image_2191,0,happy
image_2192,2,neutral
image_2193,0,happy
image_2194,0,happy
image_2195,1,happy
image_2196,0,happy
image_2197,2,neutral
image_2198,0,happy
image_2199,2,neutral
image_2200,2,neutral
image_2201,1,neutral
image_2202,2,neutral
image_2203,0,happy
image_2204,2,angry
image_2205,2,angry
image_2206,2,neutral
image_2207,0,happy
image_2208,0,happy
image_2209,1,angry
image_2210,0,happy
image_2211,0,happy
image_2212,0,happy
image_2213,1,angry
image_2214,1,angry
image_2215,0,happy
image_2216,0,happy
image_2217,1,neutral
image_2218,2,angry
image_2219,0,angry
image_2220,0,happy
image_2221,0,happy
image_2222,2,neutral
image_2223,0,angry
image_2224,2,angry
image_2225,0,happy
image_2226,0,happy
image_2227,0,happy
image_2228,2,neutral
image_2229,1,angry
image_2230,0,happy
image_2231,0,happy
image_2232,1,angry
image_2233,1,angry
image_2234,0,happy
image_2235,0,neutral
image_2236,1,neutral
image_2237,3,engaged
image_2238,0,happy
image_2239,1,angry
image_2240,0,happy
image_2241,0,happy
image_2242,0,happy
image_2243,1,angry
image_2244,1,neutral
image_2245,0,happy
image_2246,1,neutral
image_2247,1,angry
image_2248,2,neutral
image_2249,0,happy
image_2250,2,angry
image_2251,0,angry
image_2252,2,angry
image_2253,0,happy
image_2254,1,angry
image_2255,2,neutral
image_2256,2,happy
image_2257,1,angry
image_2258,2,neutral
image_2259,0,happy
image_2260,1,angry
image_2261,2,engaged
image_2262,0,happy
image_2263,0,neutral
image_2264,1,angry
image_2265,1,neutral
image_2266,1,angry
image_2267,1,angry
image_2268,1,angry
image_2269,3,engaged
image_2270,2,happy
image_2271,0,happy
image_2272,0,happy
image_2273,2,happy
image_2274,0,happy
image_2275,3,engaged
image_2276,0,happy
image_2277,0,happy
image_2278,1,neutral
image_2279,0,happy
image_2280,2,neutral
image_2281,2,neutral
image_2282,1,neutral
image_2283,1,angry
image_2284,0,angry
image_2285,1,angry
image_2286,0,happy
image_2287,0,happy
image_2288,0,happy
image_2289,2,neutral
image_2290,2,happy
image_2291,0,happy
image_2292,1,happy
image_2293,0,happy
image_2294,2,neutral
image_2295,0,happy
image_2296,2,neutral
image_2297,2,neutral
image_2298,2,neutral
image_2299,2,neutral
image_2300,0,happy
image_2301,2,neutral
image_2302,0,happy
image_2303,0,happy
image_2304,1,angry
image_2305,2,neutral
image_2306,2,neutral
image_2307,1,angry
image_2308,1,angry
image_2309,1,neutral
image_2310,2,neutral
image_2311,0,happy
image_2312,0,happy
image_2313,2,angry
image_2314,2,neutral
image_2315,0,happy
image_2316,1,angry
image_2317,0,happy
image_2318,1,angry
image_2319,2,neutral
image_2320,0,happy
image_2321,0,angry
image_2322,1,happy
image_2323,0,happy
image_2324,0,happy
image_2325,0,neutral
image_2326,0,happy
image_2327,1,happy
image_2328,0,happy
image_2329,0,happy
image_2330,2,happy
image_2331,0,happy
image_2332,1,happy
image_2333,0,happy
image_2334,0,happy
image_2335,1,angry
image_2336,1,neutral
image_2337,0,happy
image_2338,1,angry
image_2339,2,neutral
image_2340,2,happy
image_2341,1,angry
image_2342,2,neutral
image_2343,1,angry
image_2344,0,happy
image_2345,0,happy
image_2346,0,happy
image_2347,0,happy
image_2348,0,happy
image_2349,2,happy
image_2350,1,angry
image_2351,1,angry
image_2352,2,angry
image_2353,0,happy
image_2354,1,neutral
image_2355,0,happy
image_2356,1,neutral
image_2357,2,happy
image_2358,0,happy
image_2359,0,happy
image_2360,2,angry
image_2361,0,happy
image_2362,2,neutral
image_2363,1,angry
image_2364,1,neutral
image_2365,2,neutral
image_2366,1,angry
image_2367,2,neutral
image_2368,2,neutral
image_2369,0,neutral
image_2370,2,happy
image_2371,2,neutral
image_2372,0,neutral
image_2373,1,angry
image_2374,1,neutral
image_2375,1,happy
image_2376,3,engaged
image_2377,0,happy
image_2378,1,angry
image_2379,3,engaged
image_2380,0,happy
image_2381,2,neutral
image_2382,0,happy
image_2383,0,happy
image_2384,2,neutral
image_2385,0,neutral
image_2386,1,angry
image_2387,0,happy
image_2388,2,neutral
image_2389,1,neutral
image_2390,1,angry
image_2391,2,neutral
image_2392,0,happy
image_2393,2,neutral
image_2394,0,happy
image_2395,1,neutral
image_2396,1,angry
image_2397,0,happy
image_2398,0,happy
image_2399,2,neutral
image_2400,1,angry
image_2401,1,angry
image_2402,0,happy
image_2403,0,happy
image_2404,0,happy
image_2405,0,neutral
image_2406,1,happy
image_2407,0,angry
image_2408,0,happy
image_2409,0,happy
image_2410,0,happy
image_2411,1,happy
image_2412,1,happy
image_2413,0,happy
image_2414,2,angry
image_2415,2,neutral
image_2416,2,neutral
image_2417,0,happy
image_2418,1,neutral
image_2419,0,happy
image_2420,2,happy
image_2421,1,angry
image_2422,0,happy
image_2423,2,neutral
image_2424,0,happy
image_2425,0,happy
image_2426,2,neutral
image_2427,0,happy
image_2428,2,happy
image_2429,0,happy
image_2430,0,happy
image_2431,0,angry
image_2432,0,angry
image_2433,2,neutral
image_2434,0,happy
image_2435,2,neutral
image_2436,0,happy
image_2437,0,happy
image_2438,0,neutral
image_2439,0,happy
image_2440,2,neutral
image_2441,1,angry
image_2442,2,angry
image_2443,1,angry
image_2444,0,happy
image_2445,1,angry
image_2446,2,neutral
image_2447,0,happy
image_2448,1,happy
image_2449,1,neutral
image_2450,1,angry
image_2451,2,happy
image_2452,0,happy
image_2453,0,happy
image_2454,1,neutral
image_2455,2,neutral
image_2456,0,happy
image_2457,0,happy
image_2458,2,happy
image_2459,1,neutral
image_2460,0,neutral
image_2461,1,neutral
image_2462,1,happy
image_2463,2,neutral
image_2464,2,angry
image_2465,0,happy
image_2466,0,happy
image_2467,0,happy
image_2468,2,neutral
image_2469,1,neutral
image_2470,0,happy
image_2471,2,neutral
image_2472,1,angry
image_2473,0,happy
image_2474,0,happy
image_2475,1,happy
image_2476,0,happy
image_2477,2,neutral
image_2478,0,happy
image_2479,2,angry
image_2480,2,happy
image_2481,0,happy
image_2482,0,happy
image_2483,3,engaged
image_2484,0,happy
image_2485,0,happy
image_2486,0,happy
image_2487,2,neutral
image_2488,0,happy
image_2489,2,neutral
image_2490,3,engaged
image_2491,1,angry
image_2492,0,happy
image_2493,2,neutral
image_2494,1,neutral
image_2495,0,neutral
image_2496,1,happy
image_2497,0,happy
image_2498,2,neutral
image_2499,2,neutral
image_2500,1,neutral
image_2501,2,happy
image_2502,2,neutral
image_2503,2,neutral
image_2504,0,happy
image_2505,0,happy
image_2506,0,happy
image_2507,0,happy
image_2508,0,happy
image_2509,0,angry
image_2510,1,happy
image_2511,1,angry
image_2512,0,happy
image_2513,0,happy
image_2514,0,happy
image_2515,1,angry
image_2516,1,angry
image_2517,2,neutral
image_2518,1,neutral
image_2519,0,happy
image_2520,0,happy
image_2521,1,angry
image_2522,0,happy
image_2523,0,happy
image_2524,2,neutral
image_2525,0,happy
image_2526,0,angry
image_2527,1,angry
image_2528,0,happy
image_2529,3,engaged
image_2530,2,neutral
image_2531,1,neutral
image_2532,0,happy
image_2533,0,happy
image_2534,0,happy
image_2535,2,neutral
image_2536,2,neutral
image_2537,1,angry
image_2538,1,angry
image_2539,0,happy
image_2540,1,neutral
image_2541,1,angry
image_2542,2,neutral
image_2543,0,happy
image_2544,0,angry
image_2545,2,neutral
image_2546,2,neutral
image_2547,2,neutral
image_2548,2,neutral
image_2549,2,neutral
image_2550,0,happy
image_2551,0,happy
image_2552,0,happy
image_2553,0,happy
image_2554,0,happy
image_2555,2,neutral
image_2556,0,neutral
image_2557,0,happy
image_2558,3,engaged
image_2559,1,angry
image_2560,3,engaged
image_2561,1,angry
image_2562,0,happy
image_2563,0,happy
image_2564,2,neutral
image_2565,1,angry
image_2566,2,neutral
image_2567,1,angry
image_2568,1,angry
image_2569,0,happy
image_2570,2,angry
image_2571,0,angry
image_2572,1,angry
image_2573,0,happy
image_2574,0,neutral
image_2575,0,happy
image_2576,1,angry
image_2577,1,happy
image_2578,1,angry
image_2579,1,angry
image_2580,1,neutral
image_2581,0,happy
image_2582,3,engaged
image_2583,0,happy
image_2584,0,angry
image_2585,2,happy
image_2586,2,neutral
image_2587,0,happy
image_2588,1,angry
image_2589,0,neutral
image_2590,0,happy
image_2591,2,neutral
image_2592,1,angry
image_2593,2,neutral
image_2594,0,happy
image_2595,0,happy
image_2596,0,happy
image_2597,2,neutral
image_2598,1,neutral
image_2599,2,happy
image_2600,0,happy
image_2601,2,angry
image_2602,0,happy
image_2603,0,happy
image_2604,1,angry
image_2605,1,happy
image_2606,0,angry
image_2607,0,happy
image_2608,1,angry
image_2609,2,angry
image_2610,0,angry
image_2611,0,happy
image_2612,2,neutral
image_2613,0,happy
image_2614,2,angry
image_2615,0,angry
image_2616,2,neutral
image_2617,1,neutral
image_2618,0,happy
image_2619,0,angry
image_2620,0,happy
image_2621,2,neutral
image_2622,2,neutral
image_2623,2,happy
image_2624,0,happy
image_2625,1,angry
image_2626,0,happy
image_2627,1,angry
image_2628,1,happy
image_2629,1,neutral
image_2630,2,neutral
image_2631,0,happy
image_2632,2,neutral
image_2633,0,happy
image_2634,2,happy
image_2635,3,angry
image_2636,0,happy
image_2637,0,happy
image_2638,2,happy
image_2639,0,happy
image_2640,2,neutral
image_2641,0,happy
image_2642,2,neutral
image_2643,0,happy
image_2644,2,neutral
image_2645,2,neutral
image_2646,0,happy
image_2647,0,happy
image_2648,0,happy
image_2649,0,happy
image_2650,0,happy
image_2651,0,happy
image_2652,0,neutral
image_2653,0,happy
image_2654,2,happy
image_2655,0,happy
image_2656,0,angry
image_2657,2,neutral
image_2658,0,happy
image_2659,1,angry
image_2660,0,happy
image_2661,0,happy
image_2662,1,happy
image_2663,2,happy
image_2664,0,happy
image_2665,0,happy
image_2666,1,angry
image_2667,1,angry
image_2668,1,angry
image_2669,0,happy
image_2670,2,neutral
image_2671,0,happy
image_2672,2,happy
image_2673,1,angry
image_2674,2,angry
image_2675,0,happy
image_2676,1,neutral
image_2677,0,happy
image_2678,2,neutral
image_2679,0,happy
image_2680,0,happy
image_2681,0,neutral
image_2682,1,neutral
image_2683,0,angry
image_2684,2,happy
image_2685,0,happy
image_2686,1,angry
image_2687,1,angry
image_2688,1,angry
image_2689,0,happy
image_2690,0,happy
image_2691,0,happy
image_2692,0,neutral
image_2693,2,neutral
image_2694,0,happy
image_2695,2,neutral
image_2696,1,neutral
image_2697,2,angry
image_2698,0,happy
image_2699,1,angry
image_2700,1,angry
image_2701,3,engaged
image_2702,3,engaged
image_2703,2,neutral
image_2704,0,happy
image_2705,0,neutral
image_2706,0,happy
image_2707,2,neutral
image_2708,0,happy
image_2709,0,happy
image_2710,0,happy
image_2711,2,neutral
image_2712,1,angry
image_2713,1,angry
image_2714,0,neutral
image_2715,2,happy
image_2716,0,neutral
image_2717,1,angry
image_2718,0,happy
image_2719,1,happy
image_2720,3,engaged
image_2721,1,happy
image_2722,1,angry
image_2723,2,neutral
image_2724,0,happy
image_2725,0,happy
image_2726,2,neutral
image_2727,0,happy
image_2728,2,neutral
image_2729,0,happy
image_2730,2,happy
image_2731,1,angry
image_2732,2,neutral
image_2733,1,happy
image_2734,1,angry
image_2735,0,neutral
image_2736,0,happy
image_2737,0,neutral
image_2738,1,angry
image_2739,1,happy
image_2740,0,neutral
image_2741,2,neutral
image_2742,0,happy
image_2743,0,happy
image_2744,2,neutral
image_2745,0,happy
image_2746,2,neutral
image_2747,2,neutral
image_2748,0,angry
image_2749,0,happy
image_2750,0,happy
image_2751,2,neutral
image_2752,0,neutral
image_2753,0,happy
image_2754,1,angry
image_2755,2,happy
image_2756,2,neutral
image_2757,0,happy
image_2758,0,happy
image_2759,0,happy
image_2760,2,neutral
image_2761,0,angry
image_2762,0,happy
image_2763,0,happy
image_2764,0,happy
image_2765,0,happy
image_2766,0,happy
image_2767,1,happy
image_2768,1,neutral
image_2769,0,happy
image_2770,0,happy
image_2771,1,neutral
image_2772,0,happy
image_2773,3,engaged
image_2774,2,neutral
image_2775,0,happy
image_2776,0,happy
image_2777,0,happy
image_2778,0,happy
image_2779,0,happy
image_2780,0,happy
image_2781,1,neutral
image_2782,0,happy
image_2783,0,happy
image_2784,2,neutral
image_2785,0,happy
image_2786,0,happy
image_2787,1,angry
image_2788,2,neutral
image_2789,0,happy
image_2790,2,neutral
image_2791,2,neutral
image_2792,0,happy
image_2793,0,happy
image_2794,0,neutral
image_2795,2,neutral
