Path,Label
data\cleanedData\angry\Training_44723169.jpg,angry
data\cleanedData\angry\Training_5867317.jpg,angry
data\cleanedData\angry\PublicTest_44227970.jpg,angry
data\cleanedData\angry\Training_68805301.jpg,angry
data\cleanedData\angry\Training_12450586.jpg,angry
data\cleanedData\angry\Training_99589955.jpg,angry
data\cleanedData\angry\Training_85800954.jpg,angry
data\cleanedData\angry\Training_62719002.jpg,angry
data\cleanedData\angry\PublicTest_94411811.jpg,angry
data\cleanedData\angry\Training_37706734.jpg,angry
data\cleanedData\angry\Training_26681159.jpg,angry
data\cleanedData\angry\Training_95447153.jpg,angry
data\cleanedData\angry\PrivateTest_30802398.jpg,angry
data\cleanedData\angry\PublicTest_96387819.jpg,angry
data\cleanedData\angry\Training_51327047.jpg,angry
data\cleanedData\angry\PublicTest_28247215.jpg,angry
data\cleanedData\angry\Training_5253415.jpg,angry
data\cleanedData\angry\PrivateTest_93613500.jpg,angry
data\cleanedData\angry\PublicTest_89957354.jpg,angry
data\cleanedData\angry\PublicTest_22423869.jpg,angry
data\cleanedData\angry\PrivateTest_66705645.jpg,angry
data\cleanedData\angry\PublicTest_65467730.jpg,angry
data\cleanedData\angry\Training_92146389.jpg,angry
data\cleanedData\angry\Training_17526951.jpg,angry
data\cleanedData\angry\Training_71282551.jpg,angry
data\cleanedData\angry\Training_35261572.jpg,angry
data\cleanedData\angry\Training_34978535.jpg,angry
data\cleanedData\angry\Training_2775035.jpg,angry
data\cleanedData\angry\PrivateTest_62257937.jpg,angry
data\cleanedData\angry\Training_70232800.jpg,angry
data\cleanedData\angry\Training_99847717.jpg,angry
data\cleanedData\angry\Training_75439466.jpg,angry
data\cleanedData\angry\Training_94952701.jpg,angry
data\cleanedData\angry\PrivateTest_94363717.jpg,angry
data\cleanedData\angry\Training_47532195.jpg,angry
data\cleanedData\angry\Training_4154737.jpg,angry
data\cleanedData\angry\Training_26212740.jpg,angry
data\cleanedData\angry\PublicTest_65239729.jpg,angry
data\cleanedData\angry\Training_80928400.jpg,angry
data\cleanedData\angry\Training_31224947.jpg,angry
data\cleanedData\angry\Training_7363295.jpg,angry
data\cleanedData\angry\Training_71064297.jpg,angry
data\cleanedData\angry\PrivateTest_93463858.jpg,angry
data\cleanedData\angry\PrivateTest_99901650.jpg,angry
data\cleanedData\angry\Training_27546957.jpg,angry
data\cleanedData\angry\Training_17902383.jpg,angry
data\cleanedData\angry\Training_596387.jpg,angry
data\cleanedData\angry\Training_78725795.jpg,angry
data\cleanedData\angry\Training_64773483.jpg,angry
data\cleanedData\angry\PublicTest_32720867.jpg,angry
data\cleanedData\angry\Training_54751348.jpg,angry
data\cleanedData\angry\Training_59177525.jpg,angry
data\cleanedData\angry\Training_3129430.jpg,angry
data\cleanedData\angry\Training_19662644.jpg,angry
data\cleanedData\angry\Training_10857340.jpg,angry
data\cleanedData\angry\Training_29711189.jpg,angry
data\cleanedData\angry\Training_87488099.jpg,angry
data\cleanedData\angry\Training_15343190.jpg,angry
data\cleanedData\angry\Training_65635338.jpg,angry
data\cleanedData\angry\Training_93373048.jpg,angry
data\cleanedData\angry\Training_36714256.jpg,angry
data\cleanedData\angry\Training_26541999.jpg,angry
data\cleanedData\angry\Training_84789870.jpg,angry
data\cleanedData\angry\PrivateTest_68156545.jpg,angry
data\cleanedData\angry\PublicTest_95625709.jpg,angry
data\cleanedData\angry\Training_30116181.jpg,angry
data\cleanedData\angry\Training_86792262.jpg,angry
data\cleanedData\angry\PrivateTest_22203098.jpg,angry
data\cleanedData\angry\Training_18793535.jpg,angry
data\cleanedData\angry\Training_98013078.jpg,angry
data\cleanedData\angry\Training_14636525.jpg,angry
data\cleanedData\angry\Training_49098272.jpg,angry
data\cleanedData\angry\Training_75391096.jpg,angry
data\cleanedData\angry\Training_52407046.jpg,angry
data\cleanedData\angry\Training_42826768.jpg,angry
data\cleanedData\angry\Training_96732479.jpg,angry
data\cleanedData\angry\Training_28281464.jpg,angry
data\cleanedData\angry\Training_6899314.jpg,angry
data\cleanedData\angry\Training_81732829.jpg,angry
data\cleanedData\angry\Training_23567201.jpg,angry
data\cleanedData\angry\PrivateTest_59490446.jpg,angry
data\cleanedData\angry\Training_4251184.jpg,angry
data\cleanedData\angry\Training_57781730.jpg,angry
data\cleanedData\angry\Training_63183895.jpg,angry
data\cleanedData\angry\Training_36430783.jpg,angry
data\cleanedData\angry\Training_5433668.jpg,angry
data\cleanedData\angry\Training_42533355.jpg,angry
data\cleanedData\angry\Training_91865976.jpg,angry
data\cleanedData\angry\Training_78320738.jpg,angry
data\cleanedData\angry\PrivateTest_44923343.jpg,angry
data\cleanedData\angry\PrivateTest_37769125.jpg,angry
data\cleanedData\angry\PrivateTest_33861977.jpg,angry
data\cleanedData\angry\Training_84548986.jpg,angry
data\cleanedData\angry\Training_85451323.jpg,angry
data\cleanedData\angry\Training_70424970.jpg,angry
data\cleanedData\angry\Training_89362842.jpg,angry
data\cleanedData\angry\Training_42350336.jpg,angry
data\cleanedData\angry\PublicTest_17017376.jpg,angry
data\cleanedData\angry\Training_36760136.jpg,angry
data\cleanedData\angry\Training_85377243.jpg,angry
data\cleanedData\angry\Training_65623913.jpg,angry
data\cleanedData\angry\Training_49727699.jpg,angry
data\cleanedData\angry\Training_28895682.jpg,angry
data\cleanedData\angry\Training_37265848.jpg,angry
data\cleanedData\angry\Training_7572598.jpg,angry
data\cleanedData\angry\Training_59100327.jpg,angry
data\cleanedData\angry\Training_63914663.jpg,angry
data\cleanedData\angry\Training_4196158.jpg,angry
data\cleanedData\angry\Training_86008763.jpg,angry
data\cleanedData\angry\Training_87549586.jpg,angry
data\cleanedData\angry\Training_22394449.jpg,angry
data\cleanedData\angry\Training_95726878.jpg,angry
data\cleanedData\angry\Training_63101660.jpg,angry
data\cleanedData\angry\Training_72809685.jpg,angry
data\cleanedData\angry\Training_90579915.jpg,angry
data\cleanedData\angry\PublicTest_3636907.jpg,angry
data\cleanedData\angry\PublicTest_15140838.jpg,angry
data\cleanedData\angry\Training_37311168.jpg,angry
data\cleanedData\angry\Training_67661758.jpg,angry
data\cleanedData\angry\Training_44208877.jpg,angry
data\cleanedData\angry\Training_8377164.jpg,angry
data\cleanedData\angry\Training_64616923.jpg,angry
data\cleanedData\angry\Training_83740479.jpg,angry
data\cleanedData\angry\PrivateTest_46256137.jpg,angry
data\cleanedData\angry\Training_11262281.jpg,angry
data\cleanedData\angry\Training_88504568.jpg,angry
data\cleanedData\angry\Training_57824210.jpg,angry
data\cleanedData\angry\PublicTest_22869801.jpg,angry
data\cleanedData\angry\Training_18633212.jpg,angry
data\cleanedData\angry\Training_36571220.jpg,angry
data\cleanedData\angry\Training_35276981.jpg,angry
data\cleanedData\angry\Training_79768506.jpg,angry
data\cleanedData\angry\Training_57727106.jpg,angry
data\cleanedData\angry\PublicTest_63607791.jpg,angry
data\cleanedData\angry\PrivateTest_88089430.jpg,angry
data\cleanedData\angry\Training_36937259.jpg,angry
data\cleanedData\angry\Training_68725589.jpg,angry
data\cleanedData\angry\Training_48608241.jpg,angry
data\cleanedData\angry\Training_81484480.jpg,angry
data\cleanedData\angry\PublicTest_79887521.jpg,angry
data\cleanedData\angry\PrivateTest_73956607.jpg,angry
data\cleanedData\angry\PrivateTest_96123615.jpg,angry
data\cleanedData\angry\PublicTest_94047538.jpg,angry
data\cleanedData\angry\Training_23467824.jpg,angry
data\cleanedData\angry\Training_30945457.jpg,angry
data\cleanedData\angry\PrivateTest_41930252.jpg,angry
data\cleanedData\angry\Training_70731802.jpg,angry
data\cleanedData\angry\Training_62788518.jpg,angry
data\cleanedData\angry\PublicTest_54630431.jpg,angry
data\cleanedData\angry\PublicTest_47760796.jpg,angry
data\cleanedData\angry\Training_49475760.jpg,angry
data\cleanedData\angry\Training_46054749.jpg,angry
data\cleanedData\angry\Training_41766585.jpg,angry
data\cleanedData\angry\Training_39068537.jpg,angry
data\cleanedData\angry\Training_24553032.jpg,angry
data\cleanedData\angry\Training_59859038.jpg,angry
data\cleanedData\angry\Training_92711299.jpg,angry
data\cleanedData\neutral\Training_81843360.jpg,neutral
data\cleanedData\neutral\Training_7044211.jpg,neutral
data\cleanedData\neutral\Training_84291550.jpg,neutral
data\cleanedData\neutral\Training_9756567.jpg,neutral
data\cleanedData\neutral\Training_75534271.jpg,neutral
data\cleanedData\neutral\Training_67539395.jpg,neutral
data\cleanedData\neutral\PublicTest_2790951.jpg,neutral
data\cleanedData\neutral\Training_63672674.jpg,neutral
data\cleanedData\neutral\Training_72448205.jpg,neutral
data\cleanedData\neutral\Training_46730801.jpg,neutral
data\cleanedData\neutral\Training_71832734.jpg,neutral
data\cleanedData\neutral\Training_19862124.jpg,neutral
data\cleanedData\neutral\PublicTest_21955065.jpg,neutral
data\cleanedData\neutral\Training_64160782.jpg,neutral
data\cleanedData\neutral\Training_45953947.jpg,neutral
data\cleanedData\neutral\Training_83001803.jpg,neutral
data\cleanedData\neutral\Training_48536896.jpg,neutral
data\cleanedData\neutral\Training_29272187.jpg,neutral
data\cleanedData\neutral\Training_74574504.jpg,neutral
data\cleanedData\neutral\PublicTest_18045560.jpg,neutral
data\cleanedData\neutral\Training_60830256.jpg,neutral
data\cleanedData\neutral\PrivateTest_40957310.jpg,neutral
data\cleanedData\neutral\Training_79020100.jpg,neutral
data\cleanedData\neutral\Training_66327146.jpg,neutral
data\cleanedData\neutral\Training_20221814.jpg,neutral
data\cleanedData\neutral\Training_40927270.jpg,neutral
data\cleanedData\neutral\Training_9943124.jpg,neutral
data\cleanedData\neutral\Training_62292476.jpg,neutral
data\cleanedData\neutral\Training_58089404.jpg,neutral
data\cleanedData\neutral\Training_89384359.jpg,neutral
data\cleanedData\neutral\PrivateTest_91833026.jpg,neutral
data\cleanedData\neutral\Training_10929698.jpg,neutral
data\cleanedData\neutral\Training_73781024.jpg,neutral
data\cleanedData\neutral\Training_81478017.jpg,neutral
data\cleanedData\neutral\PublicTest_86168446.jpg,neutral
data\cleanedData\neutral\Training_43613215.jpg,neutral
data\cleanedData\neutral\Training_72033303.jpg,neutral
data\cleanedData\neutral\Training_22821677.jpg,neutral
data\cleanedData\neutral\Training_26024066.jpg,neutral
data\cleanedData\neutral\Training_43401064.jpg,neutral
data\cleanedData\neutral\QHZ-neutral.jpg,neutral
data\cleanedData\neutral\Training_55606268.jpg,neutral
data\cleanedData\neutral\Training_14336503.jpg,neutral
data\cleanedData\neutral\Training_31924948.jpg,neutral
data\cleanedData\neutral\Training_10761320.jpg,neutral
data\cleanedData\neutral\Training_50127805.jpg,neutral
data\cleanedData\neutral\Training_18417999.jpg,neutral
data\cleanedData\neutral\Training_43348977.jpg,neutral
data\cleanedData\neutral\Training_70291316.jpg,neutral
data\cleanedData\neutral\Training_42422841.jpg,neutral
data\cleanedData\neutral\Training_20477127.jpg,neutral
data\cleanedData\neutral\Training_54534181.jpg,neutral
data\cleanedData\neutral\PrivateTest_78373198.jpg,neutral
data\cleanedData\neutral\Training_35430802.jpg,neutral
data\cleanedData\neutral\PrivateTest_83723250.jpg,neutral
data\cleanedData\neutral\Training_81019318.jpg,neutral
data\cleanedData\neutral\PublicTest_34052482.jpg,neutral
data\cleanedData\neutral\Training_86670247.jpg,neutral
data\cleanedData\neutral\Training_84854242.jpg,neutral
data\cleanedData\neutral\Training_41328472.jpg,neutral
data\cleanedData\neutral\Training_23718703.jpg,neutral
data\cleanedData\neutral\Training_10169962.jpg,neutral
data\cleanedData\neutral\PublicTest_61328272.jpg,neutral
data\cleanedData\neutral\Training_35169710.jpg,neutral
data\cleanedData\neutral\Training_76648726.jpg,neutral
data\cleanedData\neutral\Training_65773199.jpg,neutral
data\cleanedData\neutral\Training_16738416.jpg,neutral
data\cleanedData\neutral\Training_53305606.jpg,neutral
data\cleanedData\neutral\Training_38887544.jpg,neutral
data\cleanedData\neutral\Training_58432492.jpg,neutral
data\cleanedData\neutral\Training_73876340.jpg,neutral
data\cleanedData\neutral\Training_62811149.jpg,neutral
data\cleanedData\neutral\Training_22002049.jpg,neutral
data\cleanedData\neutral\Training_28953960.jpg,neutral
data\cleanedData\neutral\Training_20984273.jpg,neutral
data\cleanedData\neutral\Training_27235384.jpg,neutral
data\cleanedData\neutral\Training_2821982.jpg,neutral
data\cleanedData\neutral\PublicTest_47800884.jpg,neutral
data\cleanedData\neutral\Training_84441308.jpg,neutral
data\cleanedData\neutral\Training_12056597.jpg,neutral
data\cleanedData\neutral\Training_29390968.jpg,neutral
data\cleanedData\neutral\Training_18621382.jpg,neutral
data\cleanedData\neutral\PrivateTest_21311296.jpg,neutral
data\cleanedData\neutral\Training_4482454.jpg,neutral
data\cleanedData\neutral\PrivateTest_86828633.jpg,neutral
data\cleanedData\neutral\Training_44606642.jpg,neutral
data\cleanedData\neutral\Training_1655060.jpg,neutral
data\cleanedData\neutral\Training_19037384.jpg,neutral
data\cleanedData\neutral\PublicTest_3973440.jpg,neutral
data\cleanedData\neutral\PrivateTest_81549796.jpg,neutral
data\cleanedData\neutral\Training_83071539.jpg,neutral
data\cleanedData\neutral\PrivateTest_76185285.jpg,neutral
data\cleanedData\neutral\Training_33820342.jpg,neutral
data\cleanedData\neutral\Training_56733778.jpg,neutral
data\cleanedData\neutral\Training_67476476.jpg,neutral
data\cleanedData\neutral\Training_10083265.jpg,neutral
data\cleanedData\neutral\Training_17095438.jpg,neutral
data\cleanedData\neutral\Training_22145627.jpg,neutral
data\cleanedData\neutral\Training_57184766.jpg,neutral
data\cleanedData\neutral\Training_26772319.jpg,neutral
data\cleanedData\neutral\Training_37445659.jpg,neutral
data\cleanedData\neutral\Training_17763119.jpg,neutral
data\cleanedData\neutral\PublicTest_28123281.jpg,neutral
data\cleanedData\neutral\Training_13842008.jpg,neutral
data\cleanedData\neutral\Training_10259428.jpg,neutral
data\cleanedData\neutral\Training_75435886.jpg,neutral
data\cleanedData\neutral\Training_21671343.jpg,neutral
data\cleanedData\neutral\PrivateTest_49201051.jpg,neutral
data\cleanedData\neutral\PrivateTest_45151908.jpg,neutral
data\cleanedData\neutral\Training_13286246.jpg,neutral
data\cleanedData\neutral\Training_79507125.jpg,neutral
data\cleanedData\neutral\Training_52025387.jpg,neutral
data\cleanedData\neutral\Training_13957579.jpg,neutral
data\cleanedData\neutral\Training_30748829.jpg,neutral
data\cleanedData\neutral\Training_54727856.jpg,neutral
data\cleanedData\neutral\Training_40622905.jpg,neutral
data\cleanedData\neutral\Training_29459536.jpg,neutral
data\cleanedData\neutral\PublicTest_74372912.jpg,neutral
data\cleanedData\neutral\Training_39534614.jpg,neutral
data\cleanedData\neutral\Training_93775428.jpg,neutral
data\cleanedData\neutral\PublicTest_84591473.jpg,neutral
data\cleanedData\neutral\Training_93951116.jpg,neutral
data\cleanedData\neutral\Training_52784393.jpg,neutral
data\cleanedData\neutral\Training_73640022.jpg,neutral
data\cleanedData\neutral\Training_6579496.jpg,neutral
data\cleanedData\neutral\Training_82146300.jpg,neutral
data\cleanedData\neutral\Training_5316473.jpg,neutral
data\cleanedData\neutral\Training_75790321.jpg,neutral
data\cleanedData\neutral\PublicTest_15917705.jpg,neutral
data\cleanedData\neutral\Training_2258596.jpg,neutral
data\cleanedData\neutral\Training_18380521.jpg,neutral
data\cleanedData\neutral\Training_24094391.jpg,neutral
data\cleanedData\neutral\Training_96902517.jpg,neutral
data\cleanedData\neutral\Training_56990547.jpg,neutral
data\cleanedData\neutral\Training_64525157.jpg,neutral
data\cleanedData\neutral\Training_51576025.jpg,neutral
data\cleanedData\neutral\Training_3610521.jpg,neutral
data\cleanedData\neutral\PrivateTest_37518323.jpg,neutral
data\cleanedData\neutral\Training_21576679.jpg,neutral
data\cleanedData\neutral\Training_61554644.jpg,neutral
data\cleanedData\neutral\Training_58476436.jpg,neutral
data\cleanedData\neutral\Training_35420237.jpg,neutral
data\cleanedData\neutral\PrivateTest_54258611.jpg,neutral
data\cleanedData\neutral\Training_74256768.jpg,neutral
data\cleanedData\neutral\PrivateTest_65693325.jpg,neutral
data\cleanedData\neutral\PublicTest_81062943.jpg,neutral
data\cleanedData\neutral\Training_16770816.jpg,neutral
data\cleanedData\neutral\PublicTest_18382637.jpg,neutral
data\cleanedData\neutral\Training_87954222.jpg,neutral
data\cleanedData\neutral\PrivateTest_42080571.jpg,neutral
data\cleanedData\neutral\PrivateTest_24870428.jpg,neutral
data\cleanedData\neutral\Training_34241339.jpg,neutral
data\cleanedData\neutral\PublicTest_10014592.jpg,neutral
data\cleanedData\neutral\Training_94334291.jpg,neutral
data\cleanedData\neutral\Training_18371837.jpg,neutral
data\cleanedData\neutral\PrivateTest_45065652.jpg,neutral
data\cleanedData\neutral\PublicTest_53885711.jpg,neutral
data\cleanedData\neutral\Training_92234454.jpg,neutral
data\cleanedData\neutral\Training_62421981.jpg,neutral
data\cleanedData\neutral\Training_73668673.jpg,neutral
data\cleanedData\neutral\Training_12128555.jpg,neutral
data\cleanedData\neutral\Training_81148659.jpg,neutral
data\cleanedData\neutral\Training_21149383.jpg,neutral
data\cleanedData\neutral\Training_84874820.jpg,neutral
data\cleanedData\neutral\Training_67356527.jpg,neutral
data\cleanedData\neutral\PrivateTest_90773419.jpg,neutral
data\cleanedData\neutral\Training_28064551.jpg,neutral
data\cleanedData\neutral\Training_81735044.jpg,neutral
data\cleanedData\neutral\Training_21632717.jpg,neutral
data\cleanedData\neutral\PrivateTest_2387553.jpg,neutral
data\cleanedData\neutral\PublicTest_75078346.jpg,neutral
data\cleanedData\neutral\PublicTest_93950999.jpg,neutral
data\cleanedData\neutral\Training_19136542.jpg,neutral
data\cleanedData\neutral\Training_70431116.jpg,neutral
data\cleanedData\neutral\PublicTest_94818493.jpg,neutral
data\cleanedData\neutral\Training_9345641.jpg,neutral
data\cleanedData\neutral\Training_38019459.jpg,neutral
data\cleanedData\neutral\Training_55427646.jpg,neutral
data\cleanedData\neutral\Training_14425261.jpg,neutral
data\cleanedData\neutral\Training_16117948.jpg,neutral
data\cleanedData\neutral\Training_97843698.jpg,neutral
data\cleanedData\neutral\Training_14370546.jpg,neutral
data\cleanedData\neutral\Training_52820195.jpg,neutral
data\cleanedData\neutral\Training_73002326.jpg,neutral
data\cleanedData\neutral\Training_34621986.jpg,neutral
data\cleanedData\neutral\Training_50233127.jpg,neutral
data\cleanedData\neutral\Training_82292492.jpg,neutral
data\cleanedData\neutral\Training_75463530.jpg,neutral
data\cleanedData\neutral\PublicTest_21312247.jpg,neutral
data\cleanedData\neutral\PublicTest_66168751.jpg,neutral
data\cleanedData\neutral\Training_14449834.jpg,neutral
data\cleanedData\neutral\Training_70505572.jpg,neutral
data\cleanedData\neutral\Training_44701953.jpg,neutral
data\cleanedData\neutral\Training_36209293.jpg,neutral
data\cleanedData\neutral\PrivateTest_88784848.jpg,neutral
data\cleanedData\neutral\PrivateTest_2921450.jpg,neutral
data\cleanedData\neutral\PublicTest_61886772.jpg,neutral
data\cleanedData\neutral\Training_43788175.jpg,neutral
data\cleanedData\neutral\Training_14708731.jpg,neutral
data\cleanedData\neutral\Training_73802863.jpg,neutral
data\cleanedData\neutral\Training_9071384.jpg,neutral
data\cleanedData\neutral\Training_92374023.jpg,neutral
data\cleanedData\neutral\PrivateTest_20073251.jpg,neutral
data\cleanedData\neutral\Training_1092697.jpg,neutral
data\cleanedData\neutral\Training_60465425.jpg,neutral
data\cleanedData\neutral\Training_15715261.jpg,neutral
data\cleanedData\neutral\PublicTest_88280806.jpg,neutral
data\cleanedData\neutral\Training_59343096.jpg,neutral
data\cleanedData\neutral\Training_65319853.jpg,neutral
data\cleanedData\neutral\Training_35660596.jpg,neutral
data\cleanedData\neutral\Training_38606167.jpg,neutral
data\cleanedData\neutral\Training_7722535.jpg,neutral
data\cleanedData\neutral\PrivateTest_19245300.jpg,neutral
data\cleanedData\neutral\Training_25416578.jpg,neutral
data\cleanedData\neutral\Training_38019892.jpg,neutral
data\cleanedData\neutral\Training_20830325.jpg,neutral
data\cleanedData\neutral\Training_30971124.jpg,neutral
data\cleanedData\neutral\Training_67011498.jpg,neutral
data\cleanedData\neutral\Training_23910102.jpg,neutral
data\cleanedData\neutral\Training_34564480.jpg,neutral
data\cleanedData\neutral\Training_63603814.jpg,neutral
data\cleanedData\neutral\Training_96059763.jpg,neutral
data\cleanedData\neutral\Training_87170673.jpg,neutral
data\cleanedData\neutral\Training_9286622.jpg,neutral
data\cleanedData\neutral\Training_15913635.jpg,neutral
data\cleanedData\neutral\Training_64695087.jpg,neutral
data\cleanedData\neutral\Training_91710507.jpg,neutral
data\cleanedData\neutral\Training_96005973.jpg,neutral
data\cleanedData\neutral\Training_84035540.jpg,neutral
data\cleanedData\neutral\Training_98826048.jpg,neutral
data\cleanedData\neutral\Training_93317203.jpg,neutral
data\cleanedData\neutral\PrivateTest_53860545.jpg,neutral
data\cleanedData\neutral\Training_37737361.jpg,neutral
data\cleanedData\neutral\Training_83681707.jpg,neutral
data\cleanedData\neutral\PrivateTest_3564144.jpg,neutral
data\cleanedData\neutral\Training_87933941.jpg,neutral
data\cleanedData\neutral\Training_29670953.jpg,neutral
data\cleanedData\neutral\Training_57088294.jpg,neutral
data\cleanedData\neutral\Training_6666966.jpg,neutral
data\cleanedData\neutral\Training_77325858.jpg,neutral
data\cleanedData\neutral\Training_57674887.jpg,neutral
data\cleanedData\neutral\Training_51727764.jpg,neutral
data\cleanedData\neutral\Training_11705678.jpg,neutral
data\cleanedData\neutral\Training_99746769.jpg,neutral
data\cleanedData\neutral\Training_38264573.jpg,neutral
data\cleanedData\neutral\Training_78295741.jpg,neutral
data\cleanedData\neutral\PublicTest_33008529.jpg,neutral
data\cleanedData\neutral\PrivateTest_60797107.jpg,neutral
data\cleanedData\neutral\Training_95241865.jpg,neutral
data\cleanedData\neutral\PrivateTest_31203746.jpg,neutral
data\cleanedData\neutral\Training_33481966.jpg,neutral
data\cleanedData\neutral\PublicTest_38223740.jpg,neutral
data\cleanedData\neutral\Training_22805885.jpg,neutral
data\cleanedData\neutral\Training_49683030.jpg,neutral
data\cleanedData\neutral\Training_4122387.jpg,neutral
data\cleanedData\neutral\Training_63318148.jpg,neutral
data\cleanedData\neutral\Training_71651202.jpg,neutral
data\cleanedData\neutral\PrivateTest_86472584.jpg,neutral
data\cleanedData\neutral\Training_87617303.jpg,neutral
data\cleanedData\neutral\Training_78892547.jpg,neutral
data\cleanedData\neutral\Training_58708400.jpg,neutral
data\cleanedData\neutral\Training_86257575.jpg,neutral
data\cleanedData\neutral\Training_99878414.jpg,neutral
data\cleanedData\neutral\Training_78375365.jpg,neutral
data\cleanedData\neutral\Training_77075726.jpg,neutral
data\cleanedData\neutral\PrivateTest_4361041.jpg,neutral
data\cleanedData\neutral\Training_13306740.jpg,neutral
data\cleanedData\neutral\Training_95025437.jpg,neutral
data\cleanedData\neutral\Training_44164013.jpg,neutral
data\cleanedData\neutral\Training_48586970.jpg,neutral
data\cleanedData\neutral\Training_53230549.jpg,neutral
data\cleanedData\neutral\Training_3863151.jpg,neutral
data\cleanedData\neutral\Training_38487951.jpg,neutral
data\cleanedData\neutral\PublicTest_8610634.jpg,neutral
data\cleanedData\neutral\Training_23330162.jpg,neutral
data\cleanedData\neutral\PublicTest_16168281.jpg,neutral
data\cleanedData\neutral\Training_46153139.jpg,neutral
data\cleanedData\neutral\Training_2132405.jpg,neutral
data\cleanedData\neutral\Training_67503414.jpg,neutral
data\cleanedData\neutral\PrivateTest_18410033.jpg,neutral
data\cleanedData\neutral\Training_99917717.jpg,neutral
data\cleanedData\neutral\Training_50025048.jpg,neutral
data\cleanedData\neutral\Training_10188996.jpg,neutral
data\cleanedData\neutral\Training_67341586.jpg,neutral
data\cleanedData\neutral\Training_30130853.jpg,neutral
data\cleanedData\neutral\Training_14915717.jpg,neutral
data\cleanedData\neutral\Training_31689305.jpg,neutral
data\cleanedData\neutral\Training_6315722.jpg,neutral
data\cleanedData\neutral\PrivateTest_95857989.jpg,neutral
data\cleanedData\neutral\PrivateTest_17013856.jpg,neutral
data\cleanedData\neutral\Training_21539515.jpg,neutral
data\cleanedData\neutral\Training_78502297.jpg,neutral
data\cleanedData\neutral\Training_51461126.jpg,neutral
data\cleanedData\neutral\Training_21380529.jpg,neutral
data\cleanedData\neutral\Training_46217865.jpg,neutral
data\cleanedData\neutral\Training_65257162.jpg,neutral
data\cleanedData\neutral\Training_13327573.jpg,neutral
data\cleanedData\neutral\PrivateTest_34273172.jpg,neutral
data\cleanedData\neutral\Training_60787355.jpg,neutral
data\cleanedData\neutral\PublicTest_67808581.jpg,neutral
data\cleanedData\neutral\Training_97421063.jpg,neutral
data\cleanedData\neutral\Training_63899637.jpg,neutral
data\cleanedData\neutral\Training_61648788.jpg,neutral
data\cleanedData\neutral\Training_15243021.jpg,neutral
data\cleanedData\neutral\Training_67994628.jpg,neutral
data\cleanedData\neutral\Training_97483483.jpg,neutral
data\cleanedData\neutral\Training_82099028.jpg,neutral
data\cleanedData\neutral\Training_12070112.jpg,neutral
data\cleanedData\neutral\Training_34916637.jpg,neutral
data\cleanedData\neutral\Training_93972998.jpg,neutral
data\cleanedData\neutral\Training_35791071.jpg,neutral
data\cleanedData\neutral\Training_48392890.jpg,neutral
data\cleanedData\neutral\Training_58581958.jpg,neutral
data\cleanedData\neutral\Training_76166816.jpg,neutral
data\cleanedData\neutral\Training_40705245.jpg,neutral
data\cleanedData\neutral\Training_30181056.jpg,neutral
data\cleanedData\neutral\PublicTest_52156191.jpg,neutral
data\cleanedData\neutral\Training_88886121.jpg,neutral
data\cleanedData\neutral\Training_62360450.jpg,neutral
data\cleanedData\neutral\Training_3868040.jpg,neutral
data\cleanedData\neutral\Training_25491048.jpg,neutral
data\cleanedData\neutral\Training_79639411.jpg,neutral
data\cleanedData\neutral\Training_17501026.jpg,neutral
data\cleanedData\neutral\PublicTest_2729310.jpg,neutral
data\cleanedData\neutral\Training_97512270.jpg,neutral
data\cleanedData\neutral\Training_78067497.jpg,neutral
data\cleanedData\neutral\Training_55989345.jpg,neutral
data\cleanedData\neutral\Training_42453164.jpg,neutral
data\cleanedData\neutral\PublicTest_21166959.jpg,neutral
data\cleanedData\neutral\Training_77616703.jpg,neutral
data\cleanedData\neutral\PrivateTest_66384891.jpg,neutral
data\cleanedData\neutral\PrivateTest_91910366.jpg,neutral
data\cleanedData\neutral\Training_72998295.jpg,neutral
data\cleanedData\neutral\Training_33179599.jpg,neutral
data\cleanedData\neutral\Training_54681141.jpg,neutral
data\cleanedData\neutral\Training_23810308.jpg,neutral
data\cleanedData\neutral\Training_31657581.jpg,neutral
data\cleanedData\neutral\PublicTest_41896002.jpg,neutral
data\cleanedData\neutral\Training_59169126.jpg,neutral
data\cleanedData\neutral\Training_15701670.jpg,neutral
data\cleanedData\neutral\Training_89183276.jpg,neutral
data\cleanedData\neutral\PublicTest_41463579.jpg,neutral
data\cleanedData\neutral\PrivateTest_94714529.jpg,neutral
data\cleanedData\neutral\Training_83921885.jpg,neutral
data\cleanedData\neutral\Training_86128030.jpg,neutral
data\cleanedData\neutral\Training_29281815.jpg,neutral
data\cleanedData\neutral\Training_29281441.jpg,neutral
data\cleanedData\neutral\PrivateTest_36937125.jpg,neutral
data\cleanedData\neutral\Training_40938402.jpg,neutral
data\cleanedData\neutral\Training_89424027.jpg,neutral
data\cleanedData\engaged\Martin_Burnham_0001.png,engaged
data\cleanedData\engaged\Mike_Tyson_0001.png,engaged
data\cleanedData\engaged\Vladimir_Putin_0031.png,engaged
data\cleanedData\engaged\Gerhard_Schroeder_0086.png,engaged
data\cleanedData\engaged\AF24NES.JPG,engaged
data\cleanedData\engaged\Farouk_al-Sharaa_0001.png,engaged
data\cleanedData\engaged\Mike_Price_0002.png,engaged
data\cleanedData\engaged\Wally_Szczerbiak_0001.png,engaged
