file_path,label
Dataset\train\disgust\Training_49158638.jpg,disgust
Dataset\train\disgust\Training_49380393.jpg,disgust
Dataset\train\disgust\Training_49562208.jpg,disgust
Dataset\train\disgust\Training_49735203.jpg,disgust
Dataset\train\disgust\Training_50925427.jpg,disgust
Dataset\train\disgust\Training_50997276.jpg,disgust
Dataset\train\disgust\Training_51323506.jpg,disgust
Dataset\train\disgust\Training_5151632.jpg,disgust
Dataset\train\disgust\Training_51707682.jpg,disgust
Dataset\train\disgust\Training_52027906.jpg,disgust
Dataset\train\disgust\Training_52049977.jpg,disgust
Dataset\train\disgust\Training_52126443.jpg,disgust
Dataset\train\disgust\Training_52302945.jpg,disgust
Dataset\train\disgust\Training_5242503.jpg,disgust
Dataset\train\disgust\Training_52480931.jpg,disgust
Dataset\train\disgust\Training_5258769.jpg,disgust
Dataset\train\disgust\Training_52627293.jpg,disgust
Dataset\train\disgust\Training_52850336.jpg,disgust
Dataset\train\disgust\Training_52852499.jpg,disgust
Dataset\train\disgust\Training_53679453.jpg,disgust
Dataset\train\disgust\Training_5387344.jpg,disgust
Dataset\train\disgust\Training_5395043.jpg,disgust
Dataset\train\disgust\Training_53960771.jpg,disgust
Dataset\train\disgust\Training_5420780.jpg,disgust
Dataset\train\disgust\Training_54471193.jpg,disgust
Dataset\train\disgust\Training_5459858.jpg,disgust
Dataset\train\disgust\Training_54701112.jpg,disgust
Dataset\train\disgust\Training_54737771.jpg,disgust
Dataset\train\disgust\Training_54818097.jpg,disgust
Dataset\train\disgust\Training_54996784.jpg,disgust
Dataset\train\disgust\Training_55244421.jpg,disgust
Dataset\train\disgust\Training_55341728.jpg,disgust
Dataset\train\disgust\Training_55410082.jpg,disgust
Dataset\train\disgust\Training_55559187.jpg,disgust
Dataset\train\disgust\Training_55610052.jpg,disgust
Dataset\train\disgust\Training_55790100.jpg,disgust
Dataset\train\disgust\Training_55875804.jpg,disgust
Dataset\train\disgust\Training_56563857.jpg,disgust
Dataset\train\disgust\Training_56741392.jpg,disgust
Dataset\train\disgust\Training_56843771.jpg,disgust
Dataset\train\disgust\Training_56958841.jpg,disgust
Dataset\train\disgust\Training_57040428.jpg,disgust
Dataset\train\disgust\Training_57324305.jpg,disgust
Dataset\train\disgust\Training_57530831.jpg,disgust
Dataset\train\disgust\Training_5760281.jpg,disgust
Dataset\train\disgust\Training_57692374.jpg,disgust
Dataset\train\disgust\Training_57993537.jpg,disgust
Dataset\train\disgust\Training_58164415.jpg,disgust
Dataset\train\disgust\Training_58801064.jpg,disgust
Dataset\train\disgust\Training_58836036.jpg,disgust
Dataset\train\disgust\Training_59111726.jpg,disgust
Dataset\train\disgust\Training_59161460.jpg,disgust
Dataset\train\disgust\Training_59222915.jpg,disgust
Dataset\train\disgust\Training_59250682.jpg,disgust
Dataset\train\disgust\Training_59409463.jpg,disgust
Dataset\train\disgust\Training_59432375.jpg,disgust
Dataset\train\disgust\Training_59667296.jpg,disgust
Dataset\train\disgust\Training_60132107.jpg,disgust
Dataset\train\disgust\Training_60245347.jpg,disgust
Dataset\train\disgust\Training_60623627.jpg,disgust
Dataset\train\disgust\Training_60674497.jpg,disgust
Dataset\train\disgust\Training_61032772.jpg,disgust
Dataset\train\disgust\Training_61263973.jpg,disgust
Dataset\train\disgust\Training_61291772.jpg,disgust
Dataset\train\disgust\Training_61342142.jpg,disgust
Dataset\train\disgust\Training_61376133.jpg,disgust
Dataset\train\disgust\Training_61515877.jpg,disgust
Dataset\train\disgust\Training_61937660.jpg,disgust
Dataset\train\disgust\Training_62109339.jpg,disgust
Dataset\train\disgust\Training_62239274.jpg,disgust
Dataset\train\disgust\Training_62283849.jpg,disgust
Dataset\train\disgust\Training_62572176.jpg,disgust
Dataset\train\disgust\Training_62600200.jpg,disgust
Dataset\train\disgust\Training_62617017.jpg,disgust
Dataset\train\disgust\Training_62643990.jpg,disgust
Dataset\train\disgust\Training_62886279.jpg,disgust
Dataset\train\disgust\Training_62961152.jpg,disgust
Dataset\train\disgust\Training_62976704.jpg,disgust
Dataset\train\disgust\Training_63147438.jpg,disgust
Dataset\train\disgust\Training_63156802.jpg,disgust
Dataset\train\disgust\Training_63164084.jpg,disgust
Dataset\train\disgust\Training_63368935.jpg,disgust
Dataset\train\disgust\Training_63881263.jpg,disgust
Dataset\train\disgust\Training_63957495.jpg,disgust
Dataset\train\disgust\Training_63987627.jpg,disgust
Dataset\train\disgust\Training_64080976.jpg,disgust
Dataset\train\disgust\Training_64139744.jpg,disgust
Dataset\train\disgust\Training_64347942.jpg,disgust
Dataset\train\disgust\Training_65372676.jpg,disgust
Dataset\train\disgust\Training_65668228.jpg,disgust
Dataset\train\disgust\Training_65738066.jpg,disgust
Dataset\train\disgust\Training_65759222.jpg,disgust
Dataset\train\disgust\Training_659019.jpg,disgust
Dataset\train\disgust\Training_66197221.jpg,disgust
Dataset\train\disgust\Training_66604381.jpg,disgust
Dataset\train\disgust\Training_67023235.jpg,disgust
Dataset\train\disgust\Training_67030775.jpg,disgust
Dataset\train\disgust\Training_67037685.jpg,disgust
Dataset\train\disgust\Training_67085421.jpg,disgust
Dataset\train\disgust\Training_67301317.jpg,disgust
Dataset\train\disgust\Training_67888404.jpg,disgust
Dataset\train\disgust\Training_680349.jpg,disgust
Dataset\train\disgust\Training_68677948.jpg,disgust
Dataset\train\disgust\Training_69173187.jpg,disgust
Dataset\train\disgust\Training_69367360.jpg,disgust
Dataset\train\disgust\Training_6954217.jpg,disgust
Dataset\train\disgust\Training_69604773.jpg,disgust
Dataset\train\disgust\Training_69984239.jpg,disgust
Dataset\train\disgust\Training_70228475.jpg,disgust
Dataset\train\disgust\Training_70344662.jpg,disgust
Dataset\train\disgust\Training_70479209.jpg,disgust
Dataset\train\disgust\Training_70739680.jpg,disgust
Dataset\train\disgust\Training_70829110.jpg,disgust
Dataset\train\disgust\Training_71118638.jpg,disgust
Dataset\train\disgust\Training_71184114.jpg,disgust
Dataset\train\disgust\Training_71591976.jpg,disgust
Dataset\train\disgust\Training_71679475.jpg,disgust
Dataset\train\disgust\Training_72272405.jpg,disgust
Dataset\train\disgust\Training_73240823.jpg,disgust
Dataset\train\disgust\Training_73540712.jpg,disgust
Dataset\train\disgust\Training_73744534.jpg,disgust
Dataset\train\disgust\Training_73800560.jpg,disgust
Dataset\train\disgust\Training_7383909.jpg,disgust
Dataset\train\disgust\Training_73889032.jpg,disgust
Dataset\train\disgust\Training_73980945.jpg,disgust
Dataset\train\disgust\Training_73989844.jpg,disgust
Dataset\train\disgust\Training_74423618.jpg,disgust
Dataset\train\disgust\Training_74541407.jpg,disgust
Dataset\train\disgust\Training_74834303.jpg,disgust
Dataset\train\disgust\Training_7487631.jpg,disgust
Dataset\train\disgust\Training_74911774.jpg,disgust
Dataset\train\disgust\Training_75391172.jpg,disgust
Dataset\train\disgust\Training_75393798.jpg,disgust
Dataset\train\disgust\Training_75609687.jpg,disgust
Dataset\train\disgust\Training_75853240.jpg,disgust
Dataset\train\disgust\Training_7602986.jpg,disgust
Dataset\train\disgust\Training_76134387.jpg,disgust
Dataset\train\disgust\Training_76279247.jpg,disgust
Dataset\train\disgust\Training_76379398.jpg,disgust
Dataset\train\disgust\Training_76503162.jpg,disgust
Dataset\train\disgust\Training_76527187.jpg,disgust
Dataset\train\disgust\Training_76673939.jpg,disgust
Dataset\train\disgust\Training_76822401.jpg,disgust
Dataset\train\disgust\Training_76925085.jpg,disgust
Dataset\train\disgust\Training_77025552.jpg,disgust
Dataset\train\disgust\Training_77070889.jpg,disgust
Dataset\train\disgust\Training_77446866.jpg,disgust
Dataset\train\disgust\Training_77723520.jpg,disgust
Dataset\train\disgust\Training_77733806.jpg,disgust
Dataset\train\disgust\Training_78245126.jpg,disgust
Dataset\train\disgust\Training_78330058.jpg,disgust
Dataset\train\disgust\Training_78735276.jpg,disgust
Dataset\train\disgust\Training_79019465.jpg,disgust
Dataset\train\disgust\Training_79051820.jpg,disgust
Dataset\train\disgust\Training_79131956.jpg,disgust
Dataset\train\disgust\Training_79212194.jpg,disgust
Dataset\train\disgust\Training_79550917.jpg,disgust
Dataset\train\disgust\Training_79594467.jpg,disgust
Dataset\train\disgust\Training_79594811.jpg,disgust
Dataset\train\disgust\Training_79721044.jpg,disgust
Dataset\train\disgust\Training_7975772.jpg,disgust
Dataset\train\disgust\Training_79800289.jpg,disgust
Dataset\train\disgust\Training_79938701.jpg,disgust
Dataset\train\disgust\Training_8004276.jpg,disgust
Dataset\train\disgust\Training_80419429.jpg,disgust
Dataset\train\disgust\Training_80443921.jpg,disgust
Dataset\train\disgust\Training_80671795.jpg,disgust
Dataset\train\disgust\Training_81049148.jpg,disgust
Dataset\train\disgust\Training_81436265.jpg,disgust
Dataset\train\disgust\Training_81583057.jpg,disgust
Dataset\train\disgust\Training_81628519.jpg,disgust
Dataset\train\disgust\Training_81772924.jpg,disgust
Dataset\train\disgust\Training_81867140.jpg,disgust
Dataset\train\disgust\Training_82025016.jpg,disgust
Dataset\train\disgust\Training_82179195.jpg,disgust
Dataset\train\disgust\Training_82237730.jpg,disgust
Dataset\train\disgust\Training_82286772.jpg,disgust
Dataset\train\disgust\Training_82298698.jpg,disgust
Dataset\train\disgust\Training_82341366.jpg,disgust
Dataset\train\disgust\Training_82363963.jpg,disgust
Dataset\train\disgust\Training_82509083.jpg,disgust
Dataset\train\disgust\Training_82817431.jpg,disgust
Dataset\train\disgust\Training_83397899.jpg,disgust
Dataset\train\disgust\Training_84161715.jpg,disgust
Dataset\train\disgust\Training_84402141.jpg,disgust
Dataset\train\disgust\Training_84519169.jpg,disgust
Dataset\train\disgust\Training_84557608.jpg,disgust
Dataset\train\disgust\Training_84702718.jpg,disgust
Dataset\train\disgust\Training_84874359.jpg,disgust
Dataset\train\disgust\Training_84918555.jpg,disgust
Dataset\train\disgust\Training_8514439.jpg,disgust
Dataset\train\disgust\Training_85206636.jpg,disgust
Dataset\train\disgust\Training_85270889.jpg,disgust
Dataset\train\disgust\Training_8536264.jpg,disgust
Dataset\train\disgust\Training_85400968.jpg,disgust
Dataset\train\disgust\Training_85412014.jpg,disgust
Dataset\train\disgust\Training_85690881.jpg,disgust
Dataset\train\disgust\Training_85767348.jpg,disgust
Dataset\train\disgust\Training_85886105.jpg,disgust
Dataset\train\disgust\Training_86653280.jpg,disgust
Dataset\train\disgust\Training_86866482.jpg,disgust
Dataset\train\disgust\Training_87032685.jpg,disgust
Dataset\train\disgust\Training_87371135.jpg,disgust
Dataset\train\disgust\Training_87756852.jpg,disgust
Dataset\train\disgust\Training_87899581.jpg,disgust
Dataset\train\disgust\Training_8819454.jpg,disgust
Dataset\train\disgust\Training_8819879.jpg,disgust
Dataset\train\disgust\Training_88435647.jpg,disgust
Dataset\train\disgust\Training_88580213.jpg,disgust
Dataset\train\disgust\Training_89094363.jpg,disgust
Dataset\train\disgust\Training_8937293.jpg,disgust
Dataset\train\disgust\Training_89374221.jpg,disgust
Dataset\train\disgust\Training_89701855.jpg,disgust
Dataset\train\disgust\Training_90061714.jpg,disgust
Dataset\train\disgust\Training_90106899.jpg,disgust
Dataset\train\disgust\Training_90401180.jpg,disgust
Dataset\train\disgust\Training_91127589.jpg,disgust
Dataset\train\disgust\Training_91179471.jpg,disgust
Dataset\train\disgust\Training_91485821.jpg,disgust
Dataset\train\disgust\Training_91698666.jpg,disgust
Dataset\train\disgust\Training_92118201.jpg,disgust
Dataset\train\disgust\Training_92542568.jpg,disgust
Dataset\train\disgust\Training_92587210.jpg,disgust
Dataset\train\disgust\Training_92867053.jpg,disgust
Dataset\train\disgust\Training_92872071.jpg,disgust
Dataset\train\disgust\Training_92886088.jpg,disgust
Dataset\train\disgust\Training_93159835.jpg,disgust
Dataset\train\disgust\Training_93510905.jpg,disgust
Dataset\train\disgust\Training_93689671.jpg,disgust
Dataset\train\disgust\Training_93703215.jpg,disgust
Dataset\train\disgust\Training_94043084.jpg,disgust
Dataset\train\disgust\Training_94080399.jpg,disgust
Dataset\train\disgust\Training_94109747.jpg,disgust
Dataset\train\disgust\Training_94719060.jpg,disgust
Dataset\train\disgust\Training_94788538.jpg,disgust
Dataset\train\disgust\Training_95344687.jpg,disgust
Dataset\train\disgust\Training_9567515.jpg,disgust
Dataset\train\disgust\Training_96016286.jpg,disgust
Dataset\train\disgust\Training_96155311.jpg,disgust
Dataset\train\disgust\Training_96156747.jpg,disgust
Dataset\train\disgust\Training_96306068.jpg,disgust
Dataset\train\disgust\Training_96356478.jpg,disgust
Dataset\train\disgust\Training_96544137.jpg,disgust
Dataset\train\disgust\Training_96642479.jpg,disgust
Dataset\train\disgust\Training_96698508.jpg,disgust
Dataset\train\disgust\Training_96734926.jpg,disgust
Dataset\train\disgust\Training_96754089.jpg,disgust
Dataset\train\disgust\Training_96859053.jpg,disgust
Dataset\train\disgust\Training_97257456.jpg,disgust
Dataset\train\disgust\Training_97638867.jpg,disgust
Dataset\train\disgust\Training_97690817.jpg,disgust
Dataset\train\disgust\Training_97741852.jpg,disgust
Dataset\train\disgust\Training_98010375.jpg,disgust
Dataset\train\disgust\Training_98173595.jpg,disgust
Dataset\train\disgust\Training_98334760.jpg,disgust
Dataset\train\disgust\Training_98416381.jpg,disgust
Dataset\train\disgust\Training_98630355.jpg,disgust
Dataset\train\disgust\Training_98684716.jpg,disgust
Dataset\train\disgust\Training_98917043.jpg,disgust
Dataset\train\disgust\Training_99044827.jpg,disgust
Dataset\train\disgust\Training_99142151.jpg,disgust
Dataset\train\disgust\Training_9948239.jpg,disgust
Dataset\train\disgust\Training_99747227.jpg,disgust
Dataset\train\disgust\Training_99947220.jpg,disgust
Dataset\train\happy\Training_10019449.jpg,happy
Dataset\train\happy\Training_10046809.jpg,happy
Dataset\train\happy\Training_10066226.jpg,happy
Dataset\train\happy\Training_10070997.jpg,happy
Dataset\train\happy\Training_10080933.jpg,happy
Dataset\train\happy\Training_10109375.jpg,happy
Dataset\train\happy\Training_10116721.jpg,happy
Dataset\train\happy\Training_10127474.jpg,happy
Dataset\train\happy\Training_10133389.jpg,happy
Dataset\train\happy\Training_10139297.jpg,happy
Dataset\train\happy\Training_10142161.jpg,happy
Dataset\train\happy\Training_10142426.jpg,happy
Dataset\train\happy\Training_10181727.jpg,happy
Dataset\train\happy\Training_1018317.jpg,happy
Dataset\train\happy\Training_10199847.jpg,happy
Dataset\train\happy\Training_10209551.jpg,happy
Dataset\train\happy\Training_10220224.jpg,happy
Dataset\train\happy\Training_10229138.jpg,happy
Dataset\train\happy\Training_10230185.jpg,happy
Dataset\train\happy\Training_10239785.jpg,happy
Dataset\train\happy\Training_10240470.jpg,happy
Dataset\train\happy\Training_10242543.jpg,happy
Dataset\train\happy\Training_10246389.jpg,happy
Dataset\train\happy\Training_10248095.jpg,happy
Dataset\train\happy\Training_10257744.jpg,happy
Dataset\train\happy\Training_10265501.jpg,happy
Dataset\train\happy\Training_1027250.jpg,happy
Dataset\train\happy\Training_10288829.jpg,happy
Dataset\train\happy\Training_10290756.jpg,happy
Dataset\train\happy\Training_10313464.jpg,happy
Dataset\train\happy\Training_10348116.jpg,happy
Dataset\train\happy\Training_10361011.jpg,happy
Dataset\train\happy\Training_10367793.jpg,happy
Dataset\train\happy\Training_10391066.jpg,happy
Dataset\train\happy\Training_1041361.jpg,happy
Dataset\train\happy\Training_10422282.jpg,happy
Dataset\train\happy\Training_10425802.jpg,happy
Dataset\train\happy\Training_10435640.jpg,happy
Dataset\train\happy\Training_10437958.jpg,happy
Dataset\train\happy\Training_10441891.jpg,happy
Dataset\train\happy\Training_10465648.jpg,happy
Dataset\train\happy\Training_10467131.jpg,happy
Dataset\train\happy\Training_10474350.jpg,happy
Dataset\train\happy\Training_10499284.jpg,happy
Dataset\train\happy\Training_10552916.jpg,happy
Dataset\train\happy\Training_10556356.jpg,happy
Dataset\train\happy\Training_10558261.jpg,happy
Dataset\train\happy\Training_10558819.jpg,happy
Dataset\train\happy\Training_10571265.jpg,happy
Dataset\train\happy\Training_10574339.jpg,happy
Dataset\train\happy\Training_10577091.jpg,happy
Dataset\train\happy\Training_10584734.jpg,happy
Dataset\train\happy\Training_10586961.jpg,happy
Dataset\train\happy\Training_10593443.jpg,happy
Dataset\train\happy\Training_10599535.jpg,happy
Dataset\train\happy\Training_10612911.jpg,happy
Dataset\train\happy\Training_1065829.jpg,happy
Dataset\train\happy\Training_10682646.jpg,happy
Dataset\train\happy\Training_10700808.jpg,happy
Dataset\train\happy\Training_10717931.jpg,happy
Dataset\train\happy\Training_10722475.jpg,happy
Dataset\train\happy\Training_10728619.jpg,happy
Dataset\train\happy\Training_10758292.jpg,happy
Dataset\train\happy\Training_10777307.jpg,happy
Dataset\train\happy\Training_10810200.jpg,happy
Dataset\train\happy\Training_10810671.jpg,happy
Dataset\train\happy\Training_10827998.jpg,happy
Dataset\train\happy\Training_10834907.jpg,happy
Dataset\train\happy\Training_10838014.jpg,happy
Dataset\train\happy\Training_10843255.jpg,happy
Dataset\train\happy\Training_10917734.jpg,happy
Dataset\train\happy\Training_10943853.jpg,happy
Dataset\train\happy\Training_10960552.jpg,happy
Dataset\train\happy\Training_10967459.jpg,happy
Dataset\train\happy\Training_109676.jpg,happy
Dataset\train\happy\Training_10974100.jpg,happy
Dataset\train\happy\Training_11000538.jpg,happy
Dataset\train\happy\Training_11008550.jpg,happy
Dataset\train\happy\Training_11016029.jpg,happy
Dataset\train\happy\Training_11019553.jpg,happy
Dataset\train\happy\Training_11022009.jpg,happy
Dataset\train\happy\Training_11031032.jpg,happy
Dataset\train\happy\Training_11032256.jpg,happy
Dataset\train\happy\Training_11039415.jpg,happy
Dataset\train\happy\Training_11040917.jpg,happy
Dataset\train\happy\Training_11046153.jpg,happy
Dataset\train\happy\Training_11084967.jpg,happy
Dataset\train\happy\Training_11094228.jpg,happy
Dataset\train\happy\Training_11128308.jpg,happy
Dataset\train\happy\Training_11149790.jpg,happy
Dataset\train\happy\Training_11168767.jpg,happy
Dataset\train\happy\Training_11181996.jpg,happy
Dataset\train\happy\Training_11185664.jpg,happy
Dataset\train\happy\Training_11188136.jpg,happy
Dataset\train\happy\Training_11190890.jpg,happy
Dataset\train\happy\Training_11204.jpg,happy
Dataset\train\happy\Training_11205172.jpg,happy
Dataset\train\happy\Training_11206878.jpg,happy
Dataset\train\happy\Training_11210580.jpg,happy
Dataset\train\happy\Training_11216019.jpg,happy
Dataset\train\happy\Training_11223609.jpg,happy
Dataset\train\happy\Training_1122712.jpg,happy
Dataset\train\happy\Training_11240343.jpg,happy
Dataset\train\happy\Training_11245840.jpg,happy
Dataset\train\happy\Training_11270728.jpg,happy
Dataset\train\happy\Training_11274463.jpg,happy
Dataset\train\happy\Training_11277443.jpg,happy
Dataset\train\happy\Training_11288571.jpg,happy
Dataset\train\happy\Training_1129986.jpg,happy
Dataset\train\happy\Training_11309380.jpg,happy
Dataset\train\happy\Training_11339788.jpg,happy
Dataset\train\happy\Training_11340610.jpg,happy
Dataset\train\happy\Training_11375170.jpg,happy
Dataset\train\happy\Training_11380605.jpg,happy
Dataset\train\happy\Training_11398666.jpg,happy
Dataset\train\happy\Training_11405943.jpg,happy
Dataset\train\happy\Training_1142887.jpg,happy
Dataset\train\happy\Training_11437739.jpg,happy
Dataset\train\happy\Training_11438813.jpg,happy
Dataset\train\happy\Training_11446805.jpg,happy
Dataset\train\happy\Training_11446974.jpg,happy
Dataset\train\happy\Training_11500165.jpg,happy
Dataset\train\happy\Training_11504047.jpg,happy
Dataset\train\happy\Training_11514199.jpg,happy
Dataset\train\happy\Training_1151951.jpg,happy
Dataset\train\happy\Training_11528413.jpg,happy
Dataset\train\happy\Training_11530811.jpg,happy
Dataset\train\happy\Training_11531343.jpg,happy
Dataset\train\happy\Training_11542190.jpg,happy
Dataset\train\happy\Training_11542220.jpg,happy
Dataset\train\happy\Training_1154270.jpg,happy
Dataset\train\happy\Training_1154381.jpg,happy
Dataset\train\happy\Training_11544741.jpg,happy
Dataset\train\happy\Training_11546384.jpg,happy
Dataset\train\happy\Training_11546938.jpg,happy
Dataset\train\happy\Training_1155391.jpg,happy
Dataset\train\happy\Training_11556970.jpg,happy
Dataset\train\happy\Training_11563477.jpg,happy
Dataset\train\happy\Training_11582824.jpg,happy
Dataset\train\happy\Training_1161132.jpg,happy
Dataset\train\happy\Training_11643647.jpg,happy
Dataset\train\happy\Training_11665151.jpg,happy
Dataset\train\happy\Training_11673498.jpg,happy
Dataset\train\happy\Training_11673528.jpg,happy
Dataset\train\happy\Training_11679726.jpg,happy
Dataset\train\happy\Training_11682748.jpg,happy
Dataset\train\happy\Training_11683181.jpg,happy
Dataset\train\happy\Training_11698867.jpg,happy
Dataset\train\happy\Training_11717470.jpg,happy
Dataset\train\happy\Training_11731379.jpg,happy
Dataset\train\happy\Training_11735533.jpg,happy
Dataset\train\happy\Training_11764783.jpg,happy
Dataset\train\happy\Training_11767080.jpg,happy
Dataset\train\happy\Training_11767725.jpg,happy
Dataset\train\happy\Training_11777303.jpg,happy
Dataset\train\happy\Training_11779317.jpg,happy
Dataset\train\happy\Training_11793477.jpg,happy
Dataset\train\happy\Training_11794387.jpg,happy
Dataset\train\happy\Training_11798515.jpg,happy
Dataset\train\happy\Training_11804569.jpg,happy
Dataset\train\happy\Training_11819129.jpg,happy
Dataset\train\happy\Training_11826511.jpg,happy
Dataset\train\happy\Training_11865150.jpg,happy
Dataset\train\happy\Training_11869640.jpg,happy
Dataset\train\happy\Training_11887844.jpg,happy
Dataset\train\happy\Training_11937472.jpg,happy
Dataset\train\happy\Training_1193951.jpg,happy
Dataset\train\happy\Training_1195432.jpg,happy
Dataset\train\happy\Training_1196542.jpg,happy
Dataset\train\happy\Training_11977629.jpg,happy
Dataset\train\happy\Training_11986560.jpg,happy
Dataset\train\happy\Training_12004750.jpg,happy
Dataset\train\happy\Training_1201837.jpg,happy
Dataset\train\happy\Training_12021702.jpg,happy
Dataset\train\happy\Training_12040648.jpg,happy
Dataset\train\happy\Training_12040779.jpg,happy
Dataset\train\happy\Training_12042743.jpg,happy
Dataset\train\happy\Training_12050002.jpg,happy
Dataset\train\happy\Training_1206.jpg,happy
Dataset\train\happy\Training_12072300.jpg,happy
Dataset\train\happy\Training_12075476.jpg,happy
Dataset\train\happy\Training_12076129.jpg,happy
Dataset\train\happy\Training_12076274.jpg,happy
Dataset\train\happy\Training_12080570.jpg,happy
Dataset\train\happy\Training_12082059.jpg,happy
Dataset\train\happy\Training_12084354.jpg,happy
Dataset\train\happy\Training_12095943.jpg,happy
Dataset\train\happy\Training_12109296.jpg,happy
Dataset\train\happy\Training_12129551.jpg,happy
Dataset\train\happy\Training_12140341.jpg,happy
Dataset\train\happy\Training_1214649.jpg,happy
Dataset\train\happy\Training_12147206.jpg,happy
Dataset\train\happy\Training_12167063.jpg,happy
Dataset\train\happy\Training_12198049.jpg,happy
Dataset\train\happy\Training_12198698.jpg,happy
Dataset\train\happy\Training_12213124.jpg,happy
Dataset\train\happy\Training_1221706.jpg,happy
Dataset\train\happy\Training_12219882.jpg,happy
Dataset\train\happy\Training_1227261.jpg,happy
Dataset\train\happy\Training_12291091.jpg,happy
Dataset\train\happy\Training_12296994.jpg,happy
Dataset\train\happy\Training_12302906.jpg,happy
Dataset\train\happy\Training_123362.jpg,happy
Dataset\train\happy\Training_12336656.jpg,happy
Dataset\train\happy\Training_12347448.jpg,happy
Dataset\train\happy\Training_12353100.jpg,happy
Dataset\train\happy\Training_12375272.jpg,happy
Dataset\train\happy\Training_12408131.jpg,happy
Dataset\train\happy\Training_12450130.jpg,happy
Dataset\train\happy\Training_12451187.jpg,happy
Dataset\train\happy\Training_12484695.jpg,happy
Dataset\train\happy\Training_12514490.jpg,happy
Dataset\train\happy\Training_12546313.jpg,happy
Dataset\train\happy\Training_12558365.jpg,happy
Dataset\train\happy\Training_12564330.jpg,happy
Dataset\train\happy\Training_12564595.jpg,happy
Dataset\train\happy\Training_12580224.jpg,happy
Dataset\train\happy\Training_12602800.jpg,happy
Dataset\train\happy\Training_12625147.jpg,happy
Dataset\train\happy\Training_12630394.jpg,happy
Dataset\train\happy\Training_12632373.jpg,happy
Dataset\train\happy\Training_12651558.jpg,happy
Dataset\train\happy\Training_12661878.jpg,happy
Dataset\train\happy\Training_12662198.jpg,happy
Dataset\train\happy\Training_12666993.jpg,happy
Dataset\train\happy\Training_12667569.jpg,happy
Dataset\train\happy\Training_12673371.jpg,happy
Dataset\train\happy\Training_12694430.jpg,happy
Dataset\train\happy\Training_1269926.jpg,happy
Dataset\train\happy\Training_12711586.jpg,happy
Dataset\train\happy\Training_12713631.jpg,happy
Dataset\train\happy\Training_12716701.jpg,happy
Dataset\train\happy\Training_12719875.jpg,happy
Dataset\train\happy\Training_12725663.jpg,happy
Dataset\train\happy\Training_12725885.jpg,happy
Dataset\train\happy\Training_12741453.jpg,happy
Dataset\train\happy\Training_1278231.jpg,happy
Dataset\train\happy\Training_127944.jpg,happy
Dataset\train\happy\Training_12797817.jpg,happy
Dataset\train\happy\Training_12807736.jpg,happy
Dataset\train\happy\Training_12809933.jpg,happy
Dataset\train\happy\Training_12818176.jpg,happy
Dataset\train\happy\Training_12831106.jpg,happy
Dataset\train\happy\Training_12843554.jpg,happy
Dataset\train\happy\Training_12858675.jpg,happy
Dataset\train\happy\Training_12870214.jpg,happy
Dataset\train\happy\Training_12885006.jpg,happy
Dataset\train\happy\Training_12893339.jpg,happy
Dataset\train\happy\Training_12911440.jpg,happy
Dataset\train\happy\Training_12918469.jpg,happy
Dataset\train\happy\Training_12924369.jpg,happy
Dataset\train\happy\Training_12925472.jpg,happy
Dataset\train\happy\Training_12944800.jpg,happy
Dataset\train\happy\Training_12978551.jpg,happy
Dataset\train\happy\Training_12980224.jpg,happy
Dataset\train\happy\Training_12998040.jpg,happy
Dataset\train\happy\Training_13007495.jpg,happy
Dataset\train\happy\Training_13023403.jpg,happy
Dataset\train\happy\Training_13032839.jpg,happy
Dataset\train\happy\Training_13038967.jpg,happy
Dataset\train\happy\Training_13043044.jpg,happy
Dataset\train\happy\Training_1304413.jpg,happy
Dataset\train\happy\Training_13058813.jpg,happy
Dataset\train\happy\Training_13063633.jpg,happy
Dataset\train\happy\Training_13072904.jpg,happy
Dataset\train\happy\Training_13083911.jpg,happy
Dataset\train\happy\Training_13107292.jpg,happy
Dataset\train\happy\Training_13124370.jpg,happy
Dataset\train\happy\Training_13131765.jpg,happy
Dataset\train\happy\Training_1314754.jpg,happy
Dataset\train\happy\Training_13148024.jpg,happy
Dataset\train\happy\Training_13164874.jpg,happy
Dataset\train\happy\Training_13177515.jpg,happy
Dataset\train\happy\Training_1318112.jpg,happy
Dataset\train\happy\Training_13213919.jpg,happy
Dataset\train\happy\Training_13235036.jpg,happy
Dataset\train\happy\Training_13247994.jpg,happy
Dataset\train\happy\Training_13285314.jpg,happy
Dataset\train\happy\Training_13287034.jpg,happy
Dataset\train\happy\Training_1329072.jpg,happy
Dataset\train\happy\Training_13299361.jpg,happy
Dataset\train\happy\Training_13325424.jpg,happy
Dataset\train\happy\Training_13325898.jpg,happy
Dataset\train\happy\Training_13327689.jpg,happy
Dataset\train\happy\Training_13352194.jpg,happy
Dataset\train\happy\Training_13359948.jpg,happy
Dataset\train\happy\Training_13362966.jpg,happy
Dataset\train\happy\Training_1338751.jpg,happy
Dataset\train\happy\Training_13389087.jpg,happy
Dataset\train\happy\Training_13389561.jpg,happy
Dataset\train\happy\Training_13408862.jpg,happy
Dataset\train\happy\Training_13444081.jpg,happy
Dataset\train\happy\Training_13465224.jpg,happy
Dataset\train\happy\Training_13472093.jpg,happy
Dataset\train\happy\Training_13475197.jpg,happy
Dataset\train\happy\Training_13514662.jpg,happy
Dataset\train\happy\Training_13533383.jpg,happy
